"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","219","209","227","270","204","360","286","214","366","0.04"
"K","ps","1","1979","270","236","311","266","183","361","281","185","366","0.01"
"K","ps","1","1980","280","245","315","297","221","364","314","247","366","0.01"
"K","ps","1","1981","221","194","244","195","183","213","279","196","366","0.18"
"K","ps","1","1982","281","266","296","267","255","280","295","276","311","0.13"
"K","ps","1","1983","276","237","311","272","183","360","310","185","366","0.02"
"K","ps","1","1984","274","236","313","278","183","354","312","194","366","0.05"
"K","ps","1","1985","213","189","273","184","183","183","231","199","366","0.16"
"K","ps","1","1986","272","251","303","259","183","349","279","200","363","0.01"
"K","ps","1","1987","268","223","317","256","200","364","278","216","366","0.02"
"K","ps","1","1988","284","241","331","281","183","348","350","309","366","0.12"
"K","ps","1","1989","267","260","274","253","243","265","280","275","285","0.14"
"K","ps","1","1990","253","217","277","203","183","255","276","248","302","0.26"
"K","ps","1","1991","273","259","284","255","232","271","291","280","301","0.18"
"K","ps","1","1992","261","231","292","241","183","338","281","198","366","0.05"
"K","ps","1","1993","280","234","327","219","183","335","264","193","366","0.08"
"K","ps","1","1994","270","229","307","198","183","253","241","201","280","0.07"
"K","ps","1","1995","276","234","308","189","183","183","226","190","253","0.05"
"K","ps","1","1996","276","218","337","213","183","284","337","264","366","0.51"
"K","ps","1","1997","300","195","359","223","183","324","364","366","366","0.6"
"K","ps","1","1998","300","269","330","240","183","281","353","331","366","0.59"
"K","ps","1","1999","289","231","329","215","183","280","357","339","366","0.73"
"K","ps","1","2000","296","201","355","205","183","265","365","366","366","0.77"
"K","ps","1","2001","279","204","330","206","183","258","343","288","366","0.68"
"K","ps","1","2002","306","275","330","273","199","314","329","304","344","0.27"
"K","ps","1","2003","307","290","324","257","232","280","354","350","359","0.52"
"K","ps","1","2004","264","202","303","196","183","247","366","366","366","0.84"
"K","ps","1","2005","295","242","331","221","183","316","283","242","349","0.19"
"K","ps","1","2006","345","332","358","302","285","318","366","366","366","0.35"
"K","ps","1","2007","356","350","364","293","183","343","366","366","366","0.24"
"K","ps","1","2008","284","268","312","254","183","281","314","290","348","0.29"
"K","ps","1","2009","327","301","342","305","279","331","344","335","358","0.2"
"K","ps","1","2010","289","256","346","227","183","267","356","326","366","0.57"
"K","ps","1","2011","304","242","353","249","205","286","364","355","366","0.53"
"K","ps","1","2012","334","322","349","298","281","317","364","359","366","0.33"
"K","ps","1","2013","295","279","309","272","252","297","362","366","366","0.29"
"K","ps","1","2014","329","320","340","295","270","314","352","345","359","0.29"
"K","ps","1","2015","307","202","357","218","183","343","358","366","366","0.3"
"K","ps","1","2016","294","288","300","274","269","280","363","366","366","0.27"
"K","ps","1","2017","338","325","351","300","291","322","363","354","366","0.26"
