"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","uss","2","1978","213","207","217","207","193","204","297","303","303","0.23"
"L","uss","2","1979","204","197","208","217","189","290","258","211","303","0.17"
"L","uss","2","1980","252","224","277","266","254","288","290","285","303","0.2"
"L","uss","2","1981","245","227","261","206","200","236","264","258","277","0.28"
"L","uss","2","1982","230","224","237","220","212","227","242","235","247","0.13"
"L","uss","2","1983","241","223","259","208","186","233","265","263","274","0.27"
"L","uss","2","1984","216","202","216","204","188","204","269","224","303","0.25"
"L","uss","2","1985","217","210","226","208","195","215","243","227","243","0.19"
"L","uss","2","1986","249","244","265","253","247","265","279","266","303","0.21"
"L","uss","2","1987","219","200","237","218","194","234","241","218","261","0.2"
"L","uss","2","1988","218","195","235","211","181","255","292","303","303","0.31"
"L","uss","2","1989","198","187","214","211","190","215","227","206","230","0.18"
"L","uss","2","1990","197","184","205","162","156","171","253","222","303","0.37"
"L","uss","2","1991","203","198","207","185","179","191","221","213","226","0.16"
"L","uss","2","1992","256","239","274","177","171","184","300","303","303","0.57"
"L","uss","2","1993","229","214","239","162","160","165","289","274","303","0.58"
"L","uss","2","1994","218","201","234","158","155","160","276","264","290","0.45"
"L","uss","2","1995","184","177","187","155","152","158","240","226","248","0.36"
"L","uss","2","1996","233","224","240","194","190","198","274","266","277","0.35"
"L","uss","2","1997","186","177","191","153","151","155","271","256","286","0.47"
"L","uss","2","1998","235","228","243","153","151","155","284","280","286","0.59"
"L","uss","2","1999","261","247","277","175","173","177","302","303","303","0.57"
"L","uss","2","2000","223","199","249","162","160","165","285","277","291","0.51"
"L","uss","2","2001","235","215","253","153","151","155","301","303","303","0.68"
"L","uss","2","2002","237","226","247","142","139","145","294","288","303","0.71"
"L","uss","2","2003","224","202","244","155","154","157","301","302","303","0.66"
"L","uss","2","2004","272","258","288","166","163","170","303","303","303","0.66"
"L","uss","2","2005","268","254","282","152","147","155","303","303","303","0.62"
"L","uss","2","2006","242","238","248","158","154","163","281","278","284","0.54"
"L","uss","2","2007","264","261","286","161","159","163","303","303","303","0.56"
"L","uss","2","2008","228","208","247","161","160","163","302","303","303","0.64"
"L","uss","2","2009","243","229","257","154","151","157","302","302","303","0.67"
"L","uss","2","2010","255","235","274","137","133","143","303","303","303","0.75"
"L","uss","2","2011","220","204","233","133","92","154","285","283","288","0.62"
"L","uss","2","2012","221","194","261","151","147","157","303","303","303","0.62"
"L","uss","2","2013","215","206","223","151","149","152","290","286","293","0.65"
"L","uss","2","2014","192","185","196","159","157","162","300","303","303","0.51"
"L","uss","2","2015","270","258","285","140","139","148","303","303","303","0.75"
"L","uss","2","2016","229","213","244","174","165","183","291","282","303","0.45"
"L","uss","2","2017","244","233","254","181","170","192","298","294","303","0.49"
