"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","3","1978","213","197","228","288","94","365","298","119","366","0.02"
"K","ps","3","1979","156","52","236","56","1","354","104","8","366","0.01"
"K","ps","3","1980","108","67","148","61","20","96","154","83","212","0.18"
"K","ps","3","1981","194","158","230","168","123","334","214","173","366","0.04"
"K","ps","3","1982","280","257","304","265","240","285","295","274","316","0.07"
"K","ps","3","1983","163","147","177","142","120","162","177","163","191","0.07"
"K","ps","3","1984","181","120","247","289","174","357","333","230","366","0.02"
"K","ps","3","1985","183","158","211","139","103","183","202","184","241","0.13"
"K","ps","3","1986","176","92","268","52","1","144","143","10","298","0.04"
"K","ps","3","1987","201","141","258","233","136","366","256","178","366","0"
"K","ps","3","1988","195","137","267","229","108","346","302","173","366","0.04"
"K","ps","3","1989","270","258","284","253","237","270","284","271","300","0.08"
"K","ps","3","1990","179","79","255","67","1","180","256","221","288","0.44"
"K","ps","3","1991","271","246","305","145","1","252","337","279","366","0.38"
"K","ps","3","1992","172","54","283","45","1","312","202","61","366","0.18"
"K","ps","3","1993","182","116","260","141","92","184","210","155","248","0.04"
"K","ps","3","1994","192","126","246","131","58","189","226","180","270","0.08"
"K","ps","3","1995","211","156","280","138","94","186","221","189","250","0.05"
"K","ps","3","1996","213","141","298","186","109","295","338","257","366","0.22"
"K","ps","3","1997","246","145","348","188","1","287","365","366","366","0.44"
"K","ps","3","1998","254","221","289","156","106","219","341","330","353","0.5"
"K","ps","3","1999","273","203","344","167","54","256","364","354","366","0.52"
"K","ps","3","2000","106","19","217","3","1","1","364","366","366","0.82"
"K","ps","3","2001","264","202","317","38","1","223","226","7","337","0.2"
"K","ps","3","2002","281","248","324","47","1","273","248","9","339","0.17"
"K","ps","3","2003","315","301","329","70","1","274","356","346","366","0.27"
"K","ps","3","2004","258","45","339","2","1","1","366","366","366","0.41"
"K","ps","3","2005","50","8","211","4","1","1","73","9","284","0.14"
"K","ps","3","2006","336","328","359","193","1","316","366","366","366","0.29"
"K","ps","3","2007","280","173","351","262","1","341","366","366","366","0.14"
"K","ps","3","2008","240","135","300","31","1","203","231","6","338","0.21"
"K","ps","3","2009","326","308","346","285","250","342","340","327","366","0.14"
"K","ps","3","2010","244","120","324","193","53","272","349","317","366","0.36"
"K","ps","3","2011","278","34","352","6","1","1","365","366","366","0.44"
"K","ps","3","2012","333","327","348","131","1","313","365","362","366","0.24"
"K","ps","3","2013","301","277","337","297","257","354","352","311","366","0.15"
"K","ps","3","2014","326","317","341","57","1","298","353","342","366","0.23"
"K","ps","3","2015","317","302","352","295","1","358","351","355","366","0.14"
"K","ps","3","2016","292","284","302","279","264","289","336","304","366","0.13"
"K","ps","3","2017","341","328","354","312","301","324","364","359","366","0.13"
