"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","uss","2","1978","210","203","218","191","188","196","300","303","303","0.2"
"K","uss","2","1979","190","186","191","177","174","182","298","303","303","0.21"
"K","uss","2","1980","212","206","215","201","184","205","270","222","303","0.2"
"K","uss","2","1981","214","203","219","160","92","199","230","216","258","0.25"
"K","uss","2","1982","240","235","247","235","228","239","253","244","257","0.13"
"K","uss","2","1983","199","194","204","147","92","174","238","221","259","0.32"
"K","uss","2","1984","211","181","277","165","164","170","297","299","303","0.37"
"K","uss","2","1985","182","174","184","155","155","159","272","235","303","0.38"
"K","uss","2","1986","171","163","172","149","148","152","275","258","303","0.39"
"K","uss","2","1987","191","178","195","155","155","158","296","290","303","0.53"
"K","uss","2","1988","180","173","180","155","154","157","302","303","303","0.45"
"K","uss","2","1989","176","165","173","150","147","153","257","208","303","0.33"
"K","uss","2","1990","195","187","195","155","126","171","269","265","275","0.41"
"K","uss","2","1991","177","171","183","138","136","142","220","214","220","0.37"
"K","uss","2","1992","250","242","265","188","147","227","291","279","303","0.4"
"K","uss","2","1993","249","241","272","121","92","118","296","303","303","0.58"
"K","uss","2","1994","179","175","182","157","155","159","240","206","266","0.32"
"K","uss","2","1995","208","157","239","140","138","142","262","259","266","0.47"
"K","uss","2","1996","174","170","177","152","151","154","263","253","264","0.39"
"K","uss","2","1997","195","153","285","135","133","137","303","303","303","0.64"
"K","uss","2","1998","252","253","273","149","147","150","296","287","303","0.6"
"K","uss","2","1999","231","224","240","168","166","170","272","266","274","0.43"
"K","uss","2","2000","184","181","186","166","165","168","247","218","274","0.3"
"K","uss","2","2001","186","162","215","138","137","140","286","282","289","0.64"
"K","uss","2","2002","194","169","224","143","142","145","283","276","287","0.64"
"K","uss","2","2003","204","190","217","154","153","156","298","293","303","0.63"
"K","uss","2","2004","227","220","232","188","188","190","302","303","303","0.52"
"K","uss","2","2005","252","247","258","151","151","154","292","290","294","0.57"
"K","uss","2","2006","228","218","240","164","162","168","284","276","289","0.53"
"K","uss","2","2007","255","218","290","185","183","187","303","303","303","0.46"
"K","uss","2","2008","275","278","292","167","165","169","303","303","303","0.57"
"K","uss","2","2009","242","216","270","121","118","128","296","293","298","0.72"
"K","uss","2","2010","272","269","287","108","92","92","303","303","303","0.69"
"K","uss","2","2011","207","192","211","167","166","168","302","303","303","0.61"
"K","uss","2","2012","263","252","277","111","92","112","302","303","303","0.57"
"K","uss","2","2013","255","246","260","202","192","217","301","303","303","0.41"
"K","uss","2","2014","232","203","273","149","92","182","302","303","303","0.55"
"K","uss","2","2015","215","203","221","162","161","164","300","297","303","0.64"
"K","uss","2","2016","271","259","283","181","152","220","302","303","303","0.44"
"K","uss","2","2017","186","178","183","175","171","176","201","185","198","0.13"
