"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"J","ps","3","1978","210","199","221","250","196","359","261","208","366","0.03"
"J","ps","3","1979","217","167","285","210","1","358","251","6","366","0.01"
"J","ps","3","1980","155","111","198","79","1","174","113","13","211","0.01"
"J","ps","3","1981","226","185","263","300","17","364","323","176","366","0.02"
"J","ps","3","1982","286","266","312","261","249","293","296","279","324","0.08"
"J","ps","3","1983","160","138","179","138","104","165","177","155","195","0.07"
"J","ps","3","1984","105","66","141","76","1","126","137","71","187","0.06"
"J","ps","3","1985","185","166","204","150","121","180","214","198","234","0.15"
"J","ps","3","1986","198","162","233","152","142","165","189","180","200","0"
"J","ps","3","1987","286","30","350","24","1","1","343","366","366","0.21"
"J","ps","3","1988","143","8","345","1","1","1","364","366","366","0.39"
"J","ps","3","1989","89","13","284","5","1","1","246","76","319","0.31"
"J","ps","3","1990","178","79","246","74","1","185","249","214","273","0.4"
"J","ps","3","1991","260","213","299","187","1","256","302","181","366","0.15"
"J","ps","3","1992","264","69","328","129","1","294","349","311","366","0.37"
"J","ps","3","1993","200","6","336","6","1","1","352","366","366","0.25"
"J","ps","3","1994","166","22","359","3","1","1","366","366","366","0.71"
"J","ps","3","1995","300","240","343","11","1","7","366","366","366","0.66"
"J","ps","3","1996","91","11","226","1","1","1","175","45","366","0.32"
"J","ps","3","1997","115","41","211","3","1","1","355","306","366","0.72"
"J","ps","3","1998","235","135","336","16","1","39","365","366","366","0.85"
"J","ps","3","1999","169","22","311","1","1","1","364","358","366","0.84"
"J","ps","3","2000","232","138","303","135","1","254","342","330","357","0.54"
"J","ps","3","2001","55","15","106","1","1","1","303","262","331","0.74"
"J","ps","3","2002","139","30","267","1","1","1","341","313","366","0.9"
"J","ps","3","2003","315","297","335","147","1","283","358","346","366","0.29"
"J","ps","3","2004","282","240","328","248","201","289","331","298","365","0.21"
"J","ps","3","2005","297","89","354","151","47","301","364","355","366","0.33"
"J","ps","3","2006","214","118","306","154","86","284","273","152","326","0.22"
"J","ps","3","2007","250","189","305","121","88","183","335","328","341","0.53"
"J","ps","3","2008","263","117","355","251","92","327","366","366","366","0.27"
"J","ps","3","2009","290","82","350","221","1","347","344","330","366","0.19"
"J","ps","3","2010","205","63","315","52","1","245","351","320","366","0.48"
"J","ps","3","2011","164","47","336","13","1","27","363","353","366","0.64"
"J","ps","3","2012","318","311","327","170","1","304","336","332","346","0.17"
"J","ps","3","2013","294","274","316","125","1","340","356","350","366","0.17"
"J","ps","3","2014","255","162","334","12","1","1","344","329","366","0.31"
"J","ps","3","2015","299","268","323","21","1","1","83","2","355","0.11"
"J","ps","3","2016","290","287","306","43","1","267","319","310","335","0.25"
"J","ps","3","2017","272","231","303","217","86","279","311","293","341","0.23"
