"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"L","ps","1","peak","1.09","0.9","1.27"
"L","ps","1","first","1.87","1.22","2.57"
"L","ps","1","last","1.06","0.32","1.82"
"L","ps","1","peak.20012016","-0.21","-0.73","0.25"
"L","ps","1","first.20012016","1.84","0.84","2.92"
"L","ps","1","last.20012016","-1.76","-2.29","-1.23"
