"","lowobs","hiobs","probobs","firstdif","firstdifp","lastdif","lastdifp"
"1",28,33,0.61128526645768,4.29999999999998,0.075590654949508,-0.0500000000000114,0.971173721933801
"2",28,33,0.61128526645768,-3.75,0.0914434838772771,3.84999999999997,0.0549101485822689
"3",28,33,0.61128526645768,-1.70000000000002,0.375510131387362,7.39999999999998,0.0119178265641522
"4",28,33,0.61128526645768,-1.40000000000001,0.471237462330342,1.65000000000003,0.159465041390675
"5",28,33,0.61128526645768,-3.40000000000001,0.0933171582665042,2.45000000000005,0.360247903307875
"6",28,33,0.61128526645768,-0.75,0.516529485652639,1.70000000000005,0.443366563111835
"7",28,33,0.61128526645768,0.150000000000006,0.926808877858102,1.34999999999997,0.440171531867041
"8",28,33,0.61128526645768,-2.09999999999999,0.316551705307503,3.59999999999997,0.130322569324323
"9",28,33,0.61128526645768,-0.0500000000000114,0.98398666424709,0.800000000000011,0.650094544564962
"10",28,33,0.61128526645768,0.399999999999977,0.788248809486278,-4.05000000000001,0.142296686270155
"11",28,33,0.61128526645768,-1.5,0.261525946685968,2.59999999999997,0.300801813383723
"12",28,33,0.61128526645768,-2.85000000000002,0.264270438729727,-0.75,0.69401129839372
"13",28,33,0.61128526645768,4.20000000000002,0.173307298589358,3.25,0.230480254486724
"14",28,33,0.61128526645768,-1.25,0.46093343911562,0.899999999999977,0.672171093051443
"15",28,33,0.61128526645768,-1.95000000000002,0.404323334646089,2.09999999999997,0.238670212978797
"16",28,33,0.61128526645768,-3.84999999999999,0.122112635984159,0.600000000000023,0.812584860125457
"17",28,33,0.61128526645768,-1.75,0.326320599429817,0.399999999999977,0.801813436846094
"18",28,33,0.61128526645768,-0.75,0.801521782466235,0.450000000000045,0.832672373647803
"19",28,33,0.61128526645768,-3.05000000000001,0.116362158235571,-1.15000000000003,0.60298984418816
"20",28,33,0.61128526645768,1.59999999999999,0.292621727763944,3.35000000000002,0.109151298929245
