"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.17","0.63","1.66","0.33","1.93"
"J","ps","1","first","0.32","-0.4","1.01","-0.86","1.35"
"J","ps","1","last","1.64","0.9","2.3","0.5","2.62"
"J","ps","1","peak.20012016","0.45","-1.67","2.6","-2.81","4.09"
"J","ps","1","first.20012016","2.06","0.28","3.83","-0.69","4.82"
"J","ps","1","last.20012016","-0.46","-1.45","0.45","-2.28","0.91"
