"","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"4",0.499336877639646,0.500536938831641,0.498755924436088,0.498664380673858,0.504559660473888,0.498821769621606,0.500326244600461,0.502944592271002,0.500375810095832,0.498369473876575,0.500565570715591,0.49866194092956,0.497793216328397,0.502888535699682,0.501021492033892,0.497667403043805,0.498593402894287,0.498615019120707,0.501481263654122,0.501438499973065,0.497394519180646,0.498514858373889,0.503266105842506,0.501690019252124,0.501556939490664,0.498947885689215,0.50153074659143,0.497575470339201,0.252438627152683,0.498425294461948,0.50100397903387,0.498725270789074,0.497586625520798,0.501113242419683,0.501785626435908,0.499843833637398,0.501692559363644,0.499963208799577,0.50227395025719,0.500054758004519
"5",0.494702631771399,0.502362387534956,0.500603469222204,0.501282636305983,0.499035596854819,0.503238943772921,0.501086222368139,0.498604395370271,0.500378604264735,0.499242908284999,0.498315809729757,0.498527658648733,0.502119098939533,0.499656944540018,0.49676538542018,0.498915403188141,0.501089877281191,0.501474891721473,0.499711423981415,0.500810806195972,0.498259956639705,0.500926294413689,0.496436721465753,0.499786342920185,0.375206082964297,0.203790665688744,0.33166822368554,0.497183718879167,0.503521761996634,0.497331029218567,0.331537271273338,0.332674838148868,0.332307600382729,0.502806708863605,0.499550187820785,0.499765423258411,0.329535930089913,0.24922578560146,0.747807423063888,0.497246823824515
"6",0.590057559355789,0.227177027118995,0.42503109381093,0.249418508949569,0.433526795269496,0.47727418413175,0.464846699513768,0.497009581155724,0.332146630505102,0.754124911890344,0.458846990603513,0.31588517755106,0.457892299675121,0.161355426917932,0.240490100458021,0.204197337677244,0.241581145111564,0.331129458667457,0.425000741047773,0.4668508541738,0.341385567584104,0.666135460546757,0.384868865594896,0.492647965837076,0.58470274816623,0.294455533120919,0.624780418921557,0.561238775818307,0.450645851393006,0.772941913047996,0.264688796070785,0.330963001981937,0.459586684667736,0.771321308711707,0.516372872366115,0.613600746726186,0.266321989362681,0.184731510294142,0.363456252846355,0.443635123016223
"7",0.862332750934633,0.717907002168694,0.685012542049657,0.803262134792953,0.744341147823043,0.794985728583846,0.828371328287133,0.766655761678977,0.912737691524864,0.748666930611163,0.788050513265658,0.795272367654431,0.486234746364703,0.119561789753349,0.155058542638992,0.165123135736017,0.508003398977906,0.424464183863061,0.702955407435111,0.408162356105295,0.39771257180242,0.49071659183951,0.584385632170229,0.573330071265259,0.535222568081182,0.527793484737517,0.536228880704,0.544901509035316,0.494459618955553,0.437975192640603,0.409797577952494,0.498301638988262,0.41437065911569,0.795461365881631,0.474917478426505,0.492329116612596,0.454982841342211,0.451592479006196,0.477017550443146,0.670269687925935
"13",0.497922497680304,0.500343671698933,0.497571056965938,0.498034875517055,0.503673506997263,0.500080949358341,0.499626502326461,0.495482677291593,0.501056047323138,0.49867730331872,0.499138377928227,0.5005937332994,0.497282296730769,0.498371986803269,0.49789174365987,0.505633857605774,0.50387743625193,0.500837000239136,0.49975140648649,0.501843649418392,0.499988033607638,0.503785668417801,0.502051706256052,0.49997989803747,0.499827242583507,0.498758313577048,0.501674226295823,0.498701720911119,0.501371488631514,0.500260068296465,0.496513733520925,0.398842580428433,0.501351310969199,0.500125663618501,0.499618563187937,0.498907407063695,0.500368899920836,0.500615430477753,0.499291739275878,0.499180056050515
"14",0.501471981098836,0.63195218632864,0.499998401365198,0.469876387400656,0.500908764241382,0.49979420088447,0.320108805194993,0.330619597861821,0.461884430056927,0.336485072580899,0.24452441946458,0.497371438508521,0.300907111299204,0.189461586172701,0.393884730521889,0.502104923055446,0.477196826177794,0.500770787059296,0.333860535463344,0.474703455946573,0.329299842727792,0.749694715960165,0.500210970678064,0.752482621184978,0.29375740764955,0.499205671721284,0.501223617066639,0.672153229772692,0.413711089723682,0.499019692125132,0.214282889919592,0.277345862061793,0.269035715585211,0.798547259391206,0.121288036410277,0.498534839005841,0.251865674625962,0.396574492862399,0.104204364823645,0.140439237558492
"15",0.913918553434791,0.809417068468496,0.389404897369276,0.783117479956123,0.572625701834559,0.797483071278296,0.782758947853287,0.610378686562581,0.72287133753586,0.520187507462056,0.542916329851454,0.305290923583955,0.336590282807989,0.037267591232123,0.0572625844753254,0.225216469336471,0.583737438779057,0.361838494573252,0.392905039912848,0.327356753759624,0.445752004770272,0.572138007424907,0.592726563393157,0.499332723436178,0.371409579350296,0.374826072029385,0.558017300721409,0.450675519209668,0.497237179197044,0.392458748883699,0.379672620213125,0.505285468561436,0.467343471355965,0.803254979080545,0.564341964317359,0.477614524889036,0.384892942142284,0.517287461721037,0.537512496124608,0.215511842749308
"16",0.750896101126931,0.748021984040913,0.222554265863234,0.680518363509607,0.699207653057415,0.570289261745751,0.470051231322297,0.694983327029482,0.65186448658523,0.273535658872495,0.445205651228258,0.39730947033801,0.319396515890216,0.0775303651107402,0.0628401804669237,0.143825210423659,0.430161707400274,0.159832727493094,0.466282693495386,0.264834352134778,0.271925710627337,0.294149110488997,0.413308284914666,0.364993894768417,0.30795358945546,0.351847173009411,0.427369201299054,0.465868019106236,0.516648632442931,0.564501904940114,0.57731425831071,0.542040108804778,0.419729887833663,0.834957927020917,0.466044153219759,0.598321492635361,0.336684713736339,0.41382975975069,0.516226856252273,0.33692823244104
"17",0.48434238183978,0.501260200714349,0.331378222793854,0.497310788274888,0.459086285208531,0.49918429924264,0.499879514251788,0.498927092664568,0.642870139373772,0.140710874661398,0.111537184879857,0.337467623868066,0.335087273772706,0.197583319046001,0.144099469716508,0.463939719164378,0.303004565938732,0.164782760141939,0.353303315800121,0.457440565918726,0.250154220146441,0.120958874915345,0.298846560446473,0.226419411662749,0.229721035911755,0.230944973421925,0.32586240206759,0.138015206348278,0.358157209936328,0.282989542852695,0.545630241077389,0.395902354233666,0.219390741752255,0.722821101097686,0.42515937219417,0.322511073579546,0.236654408312711,0.315233741587693,0.383747328130602,0.674708255209643
"18",0.858033250633402,0.753728298891466,0.67005352895574,0.832437892418316,0.500179114684517,0.638454386062728,0.453281704062331,0.124658826302023,0.476022307379228,0.602092482081941,0.259959566243793,0.265121218645855,0.305123816988372,0.498602623743657,0.648362165543916,0.501254172007011,0.499328154397241,0.209974080894732,0.665628417195314,0.357076461966971,0.809451194672406,0.785459894619757,0.610582225100869,0.610039054522341,0.355269316355926,0.608876104515138,0.651407320419116,0.508639036526245,0.580110332672279,0.566923491396334,0.655576645063776,0.504065650762251,0.521590535278253,0.692988038239179,0.515220174998901,0.563111454120629,0.332224159975059,0.529515182230696,0.470074542744845,0.67762880659637
