"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.17","0.71","1.61","0.33","1.93"
"J","ps","1","first","0.32","-0.32","0.93","-0.86","1.35"
"J","ps","1","last","1.64","0.97","2.25","0.5","2.62"
"J","ps","1","peak.20012016","0.45","-1.41","2.38","-2.81","4.09"
"J","ps","1","first.20012016","2.06","0.45","3.62","-0.69","4.82"
"J","ps","1","last.20012016","-0.46","-1.3","0.38","-2.28","0.91"
