"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.17","0.71","1.61","0.33","1.93"
"J","ps","1","first","0.41","-0.31","1.12","-0.86","1.58"
"J","ps","1","last","1.3","0.59","2.02","0.1","2.43"
"J","ps","1","peak.20012016","0.45","-1.41","2.38","-2.81","4.09"
"J","ps","1","first.20012016","2.26","0.51","3.97","-0.66","5.17"
"J","ps","1","last.20012016","-0.87","-2.29","0.31","-3.11","0.99"
