"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","219","204","231","268","183","362","300","184","366","0.04"
"L","ps","1","1979","277","251","306","267","183","358","286","198","366","0.02"
"L","ps","1","1980","282","260","305","NaN",NA,NA,"NaN",NA,NA,"0"
"L","ps","1","1981","229","213","243","215","183","234","232","189","251","0.05"
"L","ps","1","1982","284","269","299","267","249","282","299","286","311","0.14"
"L","ps","1","1983","286","252","318","260","183","361","306","188","366","0.01"
"L","ps","1","1984","283","247","318","291","183","359","323","236","366","0.04"
"L","ps","1","1985","241","202","276","192","183","219","260","193","366","0.2"
"L","ps","1","1986","285","235","321","218","183","285","291","211","366","0.12"
"L","ps","1","1987","268","251","287","198","183","240","317","224","366","0.21"
"L","ps","1","1988","281","255","314","240","207","265","326","286","366","0.44"
"L","ps","1","1989","296","263","331","243","183","362","268","187","366","0.02"
"L","ps","1","1990","279","241","315","196","183","199","257","202","366","0.06"
"L","ps","1","1991","268","227","303","222","183","354","243","186","366","0.02"
"L","ps","1","1992","273","250","303","222","183","270","242","191","286","0.01"
"L","ps","1","1993","273","241","307","203","183","254","241","198","287","0.04"
"L","ps","1","1994","269","233","299","197","183","246","280","220","366","0.13"
"L","ps","1","1995","269","231","314","186","183","183","233","195","254","0.04"
"L","ps","1","1996","273","225","319","209","183","272","329","256","366","0.46"
"L","ps","1","1997","308","302","314","284","278","290","331","324","340","0.25"
"L","ps","1","1998","264","221","296","199","183","245","306","279","356","0.51"
"L","ps","1","1999","331","306","358","208","183","304","363","366","366","0.66"
"L","ps","1","2000","283","200","348","185","183","183","362","366","366","0.55"
"L","ps","1","2001","311","284","339","260","183","317","342","310","366","0.37"
"L","ps","1","2002","297","276","318","250","183","293","326","307","344","0.39"
"L","ps","1","2003","278","265","287","248","219","265","309","304","314","0.33"
"L","ps","1","2004","269","250","280","239","183","258","298","289","308","0.32"
"L","ps","1","2005","281","258","299","248","183","285","301","292","309","0.23"
"L","ps","1","2006","334","317","356","301","281","323","362","349","366","0.32"
"L","ps","1","2007","344","334","356","333","319","359","353","343","366","0.11"
"L","ps","1","2008","285","258","307","222","183","263","351","341","366","0.7"
"L","ps","1","2009","315","301","331","306","286","355","326","310","366","0.11"
"L","ps","1","2010","279","267","290","245","183","269","309","300","317","0.33"
"L","ps","1","2011","295","280","308","280","261","295","300","287","313","0.07"
"L","ps","1","2012","294","280","305","278","262","293","308","295","320","0.16"
"L","ps","1","2013","275","269","281","258","247","268","293","284","299","0.18"
"L","ps","1","2014","309","293","323","293","271","309","318","305","330","0.13"
"L","ps","1","2015","290","276","302","278","266","290","298","286","308","0.11"
"L","ps","1","2016","277","264","286","262","248","276","280","271","287","0.03"
"L","ps","1","2017","299","286","312","271","257","290","323","308","337","0.28"
