"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","218","212","223","213","200","215","233","217","229","0.04"
"L","ps","1","1979","276","259","292","281","248","347","305","278","366","0.01"
"L","ps","1","1980","270","253","288","246","183","334","265","199","366","0.01"
"L","ps","1","1981","229","222","235","218","210","223","242","232","247","0.06"
"L","ps","1","1982","282","275","288","260","254","268","303","296","312","0.14"
"L","ps","1","1983","278","261","295","285","249","337","329","300","366","0.03"
"L","ps","1","1984","272","255","287","274","219","338","313","273","366","0.03"
"L","ps","1","1985","231","209","247","188","183","183","261","205","310","0.21"
"L","ps","1","1986","277","263","292","227","183","264","264","210","308","0.04"
"L","ps","1","1987","266","245","285","238","208","253","277","260","288","0.03"
"L","ps","1","1988","275","260","285","228","202","254","322","294","366","0.45"
"L","ps","1","1989","274","258","291","222","183","256","253","201","310","0.01"
"L","ps","1","1990","274","258","292","211","183","183","275","224","366","0.07"
"L","ps","1","1991","275","261","289","251","183","280","281","223","313","0.01"
"L","ps","1","1992","274","260","289","247","183","312","299","260","366","0.05"
"L","ps","1","1993","271","255","289","211","183","224","273","230","299","0.08"
"L","ps","1","1994","269","252","287","200","183","183","259","226","274","0.1"
"L","ps","1","1995","265","251","280","195","183","183","246","225","254","0.07"
"L","ps","1","1996","274","253","294","210","183","234","328","295","366","0.43"
"L","ps","1","1997","307","305","311","270","277","285","339","330","343","0.31"
"L","ps","1","1998","265","254","281","223","183","254","295","287","301","0.31"
"L","ps","1","1999","300","274","338","219","183","252","363","366","366","0.55"
"L","ps","1","2000","249","212","283","188","183","183","365","366","366","0.54"
"L","ps","1","2001","310","304","323","228","183","269","362","361","366","0.62"
"L","ps","1","2002","299","291","311","248","240","271","346","339","353","0.4"
"L","ps","1","2003","285","281","290","256","249","264","313","310","316","0.27"
"L","ps","1","2004","271","266","280","234","224","252","305","300","311","0.35"
"L","ps","1","2005","286","282","296","262","253","282","307","303","311","0.17"
"L","ps","1","2006","334","324","344","289","280","302","365","366","366","0.35"
"L","ps","1","2007","341","340","350","308","310","336","360","357","366","0.14"
"L","ps","1","2008","292","283","307","220","183","253","354","346","366","0.69"
"L","ps","1","2009","313","304","321","294","283","303","333","324","341","0.12"
"L","ps","1","2010","278","274","285","237","230","257","320","311","321","0.35"
"L","ps","1","2011","294","289","301","277","272","290","306","300","314","0.08"
"L","ps","1","2012","294","288","301","269","263","279","317","310","324","0.16"
"L","ps","1","2013","274","271","279","252","247","259","297","293","301","0.17"
"L","ps","1","2014","308","302","318","286","278","299","329","324","334","0.14"
"L","ps","1","2015","290","282","301","270","259","281","305","300","314","0.11"
"L","ps","1","2016","274","267","280","259","254","269","280","274","287","0.04"
"L","ps","1","2017","297","291","305","257","254","270","342","335","349","0.29"
