"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","ps","1","peak","1.72","1.22","2.22","0.8","2.56"
"K","ps","1","first","1.45","0.56","2.25","-0.09","2.8"
"K","ps","1","last","2.74","1.83","3.6","1.24","4.15"
"K","ps","1","peak.20012016","1.75","-0.15","3.75","-1.55","5.56"
"K","ps","1","first.20012016","1.96","-0.08","3.86","-1.5","5.42"
"K","ps","1","last.20012016","1.39","0.62","2.31","0.11","3.17"
