"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","ps","3","peak","2.17","0.95","3.39"
"J","ps","3","first","1.9","-0.42","4.29"
"J","ps","3","last","1.24","-0.54","3.14"
"J","ps","3","peak.20022016","1.59","-4.2","8.59"
"J","ps","3","first.20022016","-3.57","-10.1","2.91"
"J","ps","3","last.20022016","-3.7","-7.39","0.43"
