"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","219","214","220","211","204","213","237","221","231","0.04"
"K","ps","1","1979","272","256","290","264","183","343","286","222","366","0.01"
"K","ps","1","1980","274","255","291","258","183","329","283","215","366","0.01"
"K","ps","1","1981","219","203","221","194","183","183","265","206","366","0.13"
"K","ps","1","1982","280","270","288","256","251","264","308","298","318","0.15"
"K","ps","1","1983","276","257","294","273","183","333","314","271","366","0.03"
"K","ps","1","1984","273","254","292","261","183","331","306","264","366","0.05"
"K","ps","1","1985","218","196","226","184","183","183","264","208","366","0.23"
"K","ps","1","1986","273","257","289","224","183","256","264","212","302","0.04"
"K","ps","1","1987","272","255","289","240","192","263","285","259","302","0.04"
"K","ps","1","1988","281","261","302","265","203","307","334","316","366","0.14"
"K","ps","1","1989","268","264","271","249","244","256","286","282","288","0.13"
"K","ps","1","1990","248","236","265","206","183","233","285","269","292","0.32"
"K","ps","1","1991","271","265","278","246","235","258","296","288","301","0.2"
"K","ps","1","1992","272","254","288","235","183","272","283","212","366","0.05"
"K","ps","1","1993","271","253","289","214","183","240","274","229","301","0.1"
"K","ps","1","1994","269","250","289","204","183","199","258","228","280","0.1"
"K","ps","1","1995","274","254","295","209","183","197","261","223","301","0.09"
"K","ps","1","1996","273","249","298","211","183","238","327","294","366","0.44"
"K","ps","1","1997","302","240","349","223","183","275","365","366","366","0.5"
"K","ps","1","1998","292","284","308","232","188","259","345","337","351","0.57"
"K","ps","1","1999","295","279","320","213","183","246","360","353","366","0.75"
"K","ps","1","2000","283","238","323","199","183","203","366","366","366","0.76"
"K","ps","1","2001","269","229","313","198","183","206","359","355","366","0.72"
"K","ps","1","2002","304","285","325","254","247","271","343","338","347","0.29"
"K","ps","1","2003","312","304","321","259","252","271","359","356","361","0.47"
"K","ps","1","2004","281","251","315","206","183","239","366","366","366","0.78"
"K","ps","1","2005","291","263","320","251","185","299","325","313","343","0.19"
"K","ps","1","2006","344","337","352","286","279","299","366","366","366","0.36"
"K","ps","1","2007","342","356","360","259","183","290","366","366","366","0.26"
"K","ps","1","2008","278","271","287","237","220","260","346","341","356","0.34"
"K","ps","1","2009","328","319","340","281","273","293","355","350","359","0.2"
"K","ps","1","2010","286","267","316","223","183","251","359","359","366","0.55"
"K","ps","1","2011","292","250","336","232","211","252","365","366","366","0.55"
"K","ps","1","2012","332","325","340","260","234","294","366","366","366","0.33"
"K","ps","1","2013","293","284","298","256","255","269","366","366","366","0.28"
"K","ps","1","2014","327","325","336","271","258","292","357","354","361","0.3"
"K","ps","1","2015","292","265","320","196","183","191","366","366","366","0.29"
"K","ps","1","2016","294","291","298","265","265","272","366","366","366","0.28"
"K","ps","1","2017","335","330","344","281","289","302","366","366","366","0.27"
