"year","day","abs","AllSRpres","Jpres","Kpres","Lpres"
"2004",186,0,1,1,0,0
"2004",187,0,0,0,0,0
"2004",188,0,1,0,0,1
"2004",189,0,1,1,0,1
"2004",190,0,1,0,0,1
"2004",191,0,0,0,0,0
"2004",192,0,1,1,1,1
"2004",193,0,1,1,1,1
"2004",194,0,1,0,0,1
"2004",195,0,1,1,1,1
"2004",196,0,0,0,0,0
"2004",197,0,1,1,1,0
"2004",198,0,1,1,1,0
"2004",199,0,1,1,1,1
"2004",200,0,1,1,1,1
"2004",201,0,1,0,0,1
"2004",202,0,1,1,1,1
"2004",203,0,1,1,1,0
"2004",204,0,1,1,1,1
"2004",205,0,1,1,1,1
"2004",206,0,0,0,0,0
"2004",207,0,0,0,0,0
"2004",208,0,1,1,1,1
"2004",209,0,1,0,0,1
"2004",210,0,1,1,1,1
"2004",211,0,1,1,1,1
"2004",212,0,0,0,0,0
"2004",213,0,0,0,0,0
"2004",214,0,1,1,0,1
"2005",140,0,0,0,0,0
"2005",141,0,1,1,0,0
"2005",142,0,0,0,0,0
"2005",143,0,0,0,0,0
"2005",144,0,1,1,0,0
"2005",145,0,1,1,0,0
"2005",146,0,1,1,0,0
"2005",147,0,0,0,0,0
"2005",148,0,1,1,0,0
"2005",149,0,0,0,0,0
"2005",150,0,1,1,0,0
"2005",151,0,1,1,0,0
"2005",152,0,0,0,0,0
"2005",153,0,1,1,1,0
"2005",154,0,1,0,1,1
"2005",155,0,1,0,1,1
"2005",156,0,0,0,0,0
"2005",157,0,1,1,1,0
"2005",158,0,1,1,1,1
"2005",159,0,1,1,1,0
"2005",160,0,1,1,0,0
"2005",161,0,1,0,1,0
"2005",162,0,1,1,1,1
"2005",163,0,0,0,0,0
"2005",164,0,1,1,1,0
"2005",165,0,0,0,0,0
"2005",166,0,0,0,0,0
"2005",167,0,0,0,0,0
"2005",168,0,1,1,1,0
"2005",169,0,1,1,1,0
"2005",170,0,1,0,1,1
"2005",171,0,1,1,1,0
"2005",172,0,1,0,1,0
"2005",173,0,1,0,0,1
"2005",174,0,0,0,0,0
"2005",175,0,1,0,1,0
"2005",176,0,1,1,1,0
"2005",177,0,1,1,1,0
"2005",178,0,1,0,1,1
"2005",179,0,1,0,1,0
"2005",180,0,0,0,0,0
"2005",181,0,1,0,0,1
"2005",182,0,1,0,1,0
"2005",183,0,1,1,1,0
"2005",184,0,1,0,1,1
"2005",185,0,0,0,0,0
"2005",186,0,1,1,0,0
"2005",187,0,0,0,0,0
"2005",188,0,1,1,0,0
"2005",189,0,1,1,0,0
"2005",190,0,0,0,0,0
"2005",191,0,1,1,0,0
"2005",192,0,1,1,0,0
"2005",193,0,1,1,0,0
"2005",194,0,0,0,0,0
"2005",195,0,1,1,0,0
"2005",196,0,1,1,0,0
"2005",197,0,1,1,1,1
"2005",198,0,0,0,0,0
"2005",199,0,1,1,0,1
"2005",200,0,0,0,0,0
"2005",201,0,0,0,0,0
"2005",202,0,1,1,0,0
"2005",203,0,1,1,0,1
"2005",204,0,0,0,0,0
"2005",205,0,0,0,0,0
"2005",206,0,0,0,0,0
"2005",207,0,0,0,0,0
"2005",208,0,1,0,0,1
"2005",209,0,1,1,1,1
"2005",210,0,0,0,0,0
"2005",211,0,1,1,1,1
"2005",212,0,0,0,0,0
"2005",213,0,1,1,0,0
"2005",214,0,1,1,0,0
"2006",140,0,1,1,0,0
"2006",141,0,1,1,0,0
"2006",142,0,1,0,0,1
"2006",143,0,1,1,0,0
"2006",144,0,1,1,0,0
"2006",145,0,1,1,0,1
"2006",146,0,1,1,0,0
"2006",147,0,0,0,0,0
"2006",148,0,1,1,0,0
"2006",149,0,1,1,0,0
"2006",150,0,1,1,0,1
"2006",151,0,1,1,0,0
"2006",152,0,0,0,0,0
"2006",153,0,0,0,0,0
"2006",154,0,1,1,0,0
"2006",155,0,1,1,0,0
"2006",156,0,0,0,0,0
"2006",157,0,0,0,0,0
"2006",158,0,1,1,0,0
"2006",159,0,0,0,0,0
"2006",160,0,1,1,0,0
"2006",161,0,0,0,0,0
"2006",162,0,0,0,0,0
"2006",163,0,0,0,0,0
"2006",164,0,1,1,0,0
"2006",165,0,1,1,1,1
"2006",166,0,0,0,0,0
"2006",167,0,0,0,0,0
"2006",168,0,0,0,0,0
"2006",169,0,1,1,0,0
"2006",170,0,1,1,0,0
"2006",171,0,1,0,0,1
"2006",172,0,1,0,1,0
"2006",173,0,1,1,1,1
"2006",174,0,1,1,0,1
"2006",175,0,1,0,1,1
"2006",176,0,0,0,0,0
"2006",177,0,0,0,0,0
"2006",178,0,1,1,0,1
"2006",179,0,1,1,0,1
"2006",180,0,1,0,1,1
"2006",181,0,1,0,0,1
"2006",182,0,1,1,1,1
"2006",183,0,1,0,1,0
"2006",184,0,1,1,1,0
"2006",185,0,1,0,0,1
"2006",186,0,1,0,0,1
"2006",187,0,1,1,1,0
"2006",188,0,0,0,0,0
"2006",189,0,1,1,1,0
"2006",190,0,1,1,1,0
"2006",191,0,1,1,1,0
"2006",192,0,1,0,1,0
"2006",193,0,0,0,0,0
"2006",194,0,1,1,1,1
"2006",195,0,1,1,1,0
"2006",196,0,1,0,0,1
"2006",197,0,0,0,0,0
"2006",198,0,0,0,0,0
"2006",199,0,1,1,1,0
"2006",200,0,1,0,1,0
"2006",201,0,0,0,0,0
"2006",202,0,1,1,1,0
"2006",203,0,1,0,1,0
"2006",204,0,1,1,1,1
"2006",205,0,1,0,0,1
"2006",206,0,1,1,0,0
"2006",207,0,0,0,0,0
"2006",208,0,1,1,0,0
"2006",209,0,0,0,0,0
"2006",210,0,0,0,0,0
"2006",211,0,1,1,1,1
"2006",212,0,1,1,1,1
"2006",213,0,0,0,0,0
"2006",214,0,0,0,0,0
"2007",140,0,1,1,0,0
"2007",141,0,1,1,0,0
"2007",142,0,0,0,0,0
"2007",143,0,1,1,0,0
"2007",144,0,0,0,0,0
"2007",145,0,1,1,0,0
"2007",146,0,1,1,0,0
"2007",147,0,0,0,0,0
"2007",148,0,0,0,0,0
"2007",149,0,1,1,0,0
"2007",150,0,1,1,0,0
"2007",151,0,0,0,0,0
"2007",152,0,1,1,0,0
"2007",153,0,1,1,0,0
"2007",154,0,0,0,0,0
"2007",155,0,1,1,0,0
"2007",156,0,1,1,0,0
"2007",157,0,0,0,0,0
"2007",158,0,0,0,0,0
"2007",159,0,1,1,0,0
"2007",160,0,1,1,0,0
"2007",161,0,1,1,0,0
"2007",162,0,1,1,0,0
"2007",163,0,1,1,0,0
"2007",164,0,1,0,0,1
"2007",165,0,1,1,0,1
"2007",166,0,1,1,0,1
"2007",167,0,1,1,0,1
"2007",168,0,1,1,0,1
"2007",169,0,1,1,0,1
"2007",170,0,0,0,0,0
"2007",171,0,1,1,0,0
"2007",172,0,0,0,0,0
"2007",173,0,1,1,0,0
"2007",174,0,1,1,0,0
"2007",175,0,1,1,0,1
"2007",176,0,0,0,0,0
"2007",177,0,1,1,0,0
"2007",178,0,1,1,0,0
"2007",179,0,1,1,0,1
"2007",180,0,1,1,0,1
"2007",181,0,0,0,0,0
"2007",182,0,1,1,0,0
"2007",183,0,0,0,0,0
"2007",184,0,1,0,0,1
"2007",185,0,1,0,0,1
"2007",186,0,0,0,0,0
"2007",187,0,1,1,1,0
"2007",188,0,0,0,0,0
"2007",189,0,1,1,1,0
"2007",190,0,1,0,1,1
"2007",191,0,1,0,1,0
"2007",192,0,0,0,0,0
"2007",193,0,1,0,1,0
"2007",194,0,1,1,1,0
"2007",195,0,0,0,0,0
"2007",196,0,0,0,0,0
"2007",197,0,1,1,0,0
"2007",198,0,1,1,0,0
"2007",199,0,1,1,0,0
"2007",200,0,1,1,0,0
"2007",201,0,1,1,1,1
"2007",202,0,1,1,1,1
"2007",203,0,0,0,0,0
"2007",204,0,0,0,0,0
"2007",205,0,0,0,0,0
"2007",206,0,1,1,0,0
"2007",207,0,1,1,1,1
"2007",208,0,1,1,1,0
"2007",209,0,0,0,0,0
"2007",210,0,0,0,0,0
"2007",211,0,0,0,0,0
"2007",212,0,1,1,1,0
"2007",213,0,0,0,0,0
"2007",214,0,0,0,0,0
"2008",140,0,0,0,0,0
"2008",141,0,0,0,0,0
"2008",142,0,1,1,0,0
"2008",143,0,1,1,0,0
"2008",144,0,1,1,0,0
"2008",145,0,0,0,0,0
"2008",146,0,1,1,0,0
"2008",147,0,0,0,0,0
"2008",148,0,0,0,0,0
"2008",149,0,1,1,0,0
"2008",150,0,1,1,0,0
"2008",151,0,0,0,0,0
"2008",152,0,1,1,0,0
"2008",153,0,1,1,0,0
"2008",154,0,0,0,0,0
"2008",155,0,1,1,1,1
"2008",156,0,0,0,0,0
"2008",157,0,0,0,0,0
"2008",158,0,0,0,0,0
"2008",159,0,1,1,0,0
"2008",160,0,0,0,0,0
"2008",161,0,0,0,0,0
"2008",162,0,0,0,0,0
"2008",163,0,0,0,0,0
"2008",164,0,1,1,0,0
"2008",165,0,1,1,1,1
"2008",166,0,1,0,0,1
"2008",167,0,0,0,0,0
"2008",168,0,0,0,0,0
"2008",169,0,1,1,0,0
"2008",170,0,0,0,0,0
"2008",171,0,0,0,0,0
"2008",172,0,0,0,0,0
"2008",173,0,1,1,1,1
"2008",174,0,0,0,0,0
"2008",175,0,0,0,0,0
"2008",176,0,1,1,1,1
"2008",177,0,1,1,1,0
"2008",178,0,1,1,0,0
"2008",179,0,0,0,0,0
"2008",180,0,0,0,0,0
"2008",181,0,0,0,0,0
"2008",182,0,1,1,1,0
"2008",183,0,1,0,1,0
"2008",184,0,1,1,1,1
"2008",185,0,0,0,0,0
"2008",186,0,0,0,0,0
"2008",187,0,0,0,0,0
"2008",188,0,1,1,0,0
"2008",189,0,0,0,0,0
"2008",190,0,1,1,1,1
"2008",191,0,1,1,1,1
"2008",192,0,1,1,1,1
"2008",193,0,0,0,0,0
"2008",194,0,0,0,0,0
"2008",195,0,1,1,1,1
"2008",196,0,1,1,1,1
"2008",197,0,0,0,0,0
"2008",198,0,1,0,1,1
"2008",199,0,1,0,1,0
"2008",200,0,1,1,0,0
"2008",201,0,1,1,0,0
"2008",202,0,1,1,0,0
"2008",203,0,1,1,0,1
"2008",204,0,1,1,0,0
"2008",205,0,1,1,0,1
"2008",206,0,1,1,0,0
"2008",207,0,1,1,1,0
"2008",208,0,0,0,0,0
"2008",209,0,1,1,0,1
"2008",210,0,0,0,0,0
"2008",211,0,0,0,0,0
"2008",212,0,1,1,1,0
"2008",213,0,0,0,0,0
"2008",214,0,1,1,0,1
"2009",140,0,1,1,1,0
"2009",141,0,1,1,1,0
"2009",142,0,1,1,1,0
"2009",143,0,1,1,0,0
"2009",144,0,1,1,0,0
"2009",145,0,1,1,0,0
"2009",146,0,0,0,0,0
"2009",147,0,0,0,0,0
"2009",148,0,0,0,0,0
"2009",149,0,0,0,0,0
"2009",150,0,0,0,0,0
"2009",151,0,0,0,0,0
"2009",152,0,0,0,0,0
"2009",153,0,0,0,0,0
"2009",154,0,0,0,0,0
"2009",155,0,0,0,0,0
"2009",156,0,0,0,0,0
"2009",157,0,0,0,0,0
"2009",158,0,0,0,0,0
"2009",159,0,0,0,0,0
"2009",160,0,1,0,1,0
"2009",161,0,1,0,1,1
"2009",162,0,0,0,0,0
"2009",163,0,0,0,0,0
"2009",164,0,0,0,0,0
"2009",165,0,0,0,0,0
"2009",166,0,0,0,0,0
"2009",167,0,0,0,0,0
"2009",168,0,0,0,0,0
"2009",169,0,0,0,0,0
"2009",170,0,0,0,0,0
"2009",171,0,1,1,1,0
"2009",172,0,1,1,1,1
"2009",173,0,1,1,1,0
"2009",174,0,1,1,1,0
"2009",175,0,0,0,0,0
"2009",176,0,1,1,0,0
"2009",177,0,1,0,1,1
"2009",178,0,0,0,0,0
"2009",179,0,1,0,0,1
"2009",180,0,1,0,1,1
"2009",181,0,1,1,0,0
"2009",182,0,1,1,0,0
"2009",183,0,1,1,0,0
"2009",184,0,1,1,1,1
"2009",185,0,1,1,1,1
"2009",186,0,1,1,0,1
"2009",187,0,0,0,0,0
"2009",188,0,1,1,1,1
"2009",189,0,1,0,1,0
"2009",190,0,0,0,0,0
"2009",191,0,1,1,1,0
"2009",192,0,1,1,1,1
"2009",193,0,0,0,0,0
"2009",194,0,0,0,0,0
"2009",195,0,0,0,0,0
"2009",196,0,0,0,0,0
"2009",197,0,0,0,0,0
"2009",198,0,0,0,0,0
"2009",199,0,1,1,1,1
"2009",200,0,1,1,0,1
"2009",201,0,1,0,1,1
"2009",202,0,1,0,1,1
"2009",203,0,1,0,1,1
"2009",204,0,1,1,1,0
"2009",205,0,0,0,0,0
"2009",206,0,1,1,0,0
"2009",207,0,1,1,0,0
"2009",208,0,1,0,0,1
"2009",209,0,1,1,1,1
"2009",210,0,1,0,0,1
"2009",211,0,1,0,1,0
"2009",212,0,1,1,1,1
"2009",213,0,1,1,1,1
"2009",214,0,0,0,0,0
"2010",140,0,0,0,0,0
"2010",141,0,0,0,0,0
"2010",142,0,0,0,0,0
"2010",143,0,0,0,0,0
"2010",144,0,0,0,0,0
"2010",145,0,0,0,0,0
"2010",146,0,0,0,0,0
"2010",147,0,1,0,0,1
"2010",148,0,0,0,0,0
"2010",149,0,0,0,0,0
"2010",150,0,0,0,0,0
"2010",151,0,0,0,0,0
"2010",152,0,1,0,0,1
"2010",153,0,0,0,0,0
"2010",154,0,1,1,0,0
"2010",155,0,1,1,0,0
"2010",156,0,0,0,0,0
"2010",157,0,1,1,0,1
"2010",158,0,1,1,0,1
"2010",159,0,1,0,0,1
"2010",160,0,1,1,1,0
"2010",161,0,1,0,1,0
"2010",162,0,0,0,0,0
"2010",163,0,0,0,0,0
"2010",164,0,1,1,1,0
"2010",165,0,1,1,0,0
"2010",166,0,1,1,1,0
"2010",167,0,1,1,1,1
"2010",168,0,1,1,1,0
"2010",169,0,1,1,1,0
"2010",170,0,1,1,1,1
"2010",171,0,1,0,0,1
"2010",172,0,0,0,0,0
"2010",173,0,1,1,1,0
"2010",174,0,0,0,0,0
"2010",175,0,1,1,1,0
"2010",176,0,1,1,0,0
"2010",177,0,1,1,1,0
"2010",178,0,1,1,0,1
"2010",179,0,1,1,0,1
"2010",180,0,1,1,1,1
"2010",181,0,1,1,1,1
"2010",182,0,1,0,0,1
"2010",183,0,0,0,0,0
"2010",184,0,1,1,0,0
"2010",185,0,1,1,1,0
"2010",186,0,1,1,0,0
"2010",187,0,1,1,0,0
"2010",188,0,1,0,0,1
"2010",189,0,1,1,1,1
"2010",190,0,0,0,0,0
"2010",191,0,1,1,1,1
"2010",192,0,1,1,0,1
"2010",193,0,1,1,0,1
"2010",194,0,1,1,0,1
"2010",195,0,0,0,0,0
"2010",196,0,1,1,0,0
"2010",197,0,0,0,0,0
"2010",198,0,1,1,0,0
"2010",199,0,1,1,0,1
"2010",200,0,0,0,0,0
"2010",201,0,0,0,0,0
"2010",202,0,1,1,0,1
"2010",203,0,1,1,0,1
"2010",204,0,1,1,0,1
"2010",205,0,1,0,0,1
"2010",206,0,1,1,0,1
"2010",207,0,1,0,0,1
"2010",208,0,1,0,0,1
"2010",209,0,1,1,1,1
"2010",210,0,1,1,1,1
"2010",211,0,0,0,0,0
"2010",212,0,1,1,1,1
"2010",213,0,1,1,0,0
"2010",214,0,0,0,0,0
"2011",140,0,0,0,0,0
"2011",141,0,1,1,0,0
"2011",142,0,0,0,0,0
"2011",143,0,0,0,0,0
"2011",144,0,0,0,0,0
"2011",145,0,0,0,0,0
"2011",146,0,0,0,0,0
"2011",147,0,0,0,0,0
"2011",148,0,0,0,0,0
"2011",149,0,0,0,0,0
"2011",150,0,0,0,0,0
"2011",151,0,0,0,0,0
"2011",152,0,0,0,0,0
"2011",153,0,0,0,0,0
"2011",154,0,0,0,0,0
"2011",155,0,0,0,0,0
"2011",156,0,0,0,0,0
"2011",157,0,0,0,0,0
"2011",158,0,0,0,0,0
"2011",159,0,0,0,0,0
"2011",160,0,0,0,0,0
"2011",161,0,1,1,0,1
"2011",162,0,1,1,0,1
"2011",163,0,1,1,0,0
"2011",164,0,1,1,0,1
"2011",165,0,1,1,0,1
"2011",166,0,0,0,0,0
"2011",167,0,0,0,0,0
"2011",168,0,0,0,0,0
"2011",169,0,1,1,1,0
"2011",170,0,1,1,1,0
"2011",171,0,1,1,1,0
"2011",172,0,0,0,0,0
"2011",173,0,0,0,0,0
"2011",174,0,1,1,1,0
"2011",175,0,0,0,0,0
"2011",176,0,1,1,0,0
"2011",177,0,1,1,0,0
"2011",178,0,0,0,0,0
"2011",179,0,1,1,1,0
"2011",180,0,1,1,1,0
"2011",181,0,0,0,0,0
"2011",182,0,1,1,1,0
"2011",183,0,1,1,1,0
"2011",184,0,0,0,0,0
"2011",185,0,1,1,1,0
"2011",186,0,0,0,0,0
"2011",187,0,0,0,0,0
"2011",188,0,1,1,1,1
"2011",189,0,1,1,1,0
"2011",190,0,1,0,1,0
"2011",191,0,0,0,0,0
"2011",192,0,1,1,1,1
"2011",193,0,1,0,1,1
"2011",194,0,1,1,0,0
"2011",195,0,1,1,0,0
"2011",196,0,0,0,0,0
"2011",197,0,1,1,1,1
"2011",198,0,1,1,1,1
"2011",199,0,1,1,1,1
"2011",200,0,0,0,0,0
"2011",201,0,1,1,1,1
"2011",202,0,0,0,0,0
"2011",203,0,1,1,1,1
"2011",204,0,1,1,1,1
"2011",205,0,0,0,0,0
"2011",206,0,0,0,0,0
"2011",207,0,1,1,1,1
"2011",208,0,1,1,1,0
"2011",209,0,0,0,0,0
"2011",210,0,1,1,1,0
"2011",211,0,1,1,1,0
"2011",212,0,1,1,1,1
"2011",213,0,0,0,0,0
"2011",214,0,0,0,0,0
"2012",140,0,0,0,0,0
"2012",141,0,0,0,0,0
"2012",142,0,0,0,0,0
"2012",143,0,1,1,0,0
"2012",144,0,0,0,0,0
"2012",145,0,0,0,0,0
"2012",146,0,0,0,0,0
"2012",147,0,0,0,0,0
"2012",148,0,0,0,0,0
"2012",149,0,0,0,0,0
"2012",150,0,1,1,1,0
"2012",151,0,0,0,0,0
"2012",152,0,1,1,1,0
"2012",153,0,0,0,0,0
"2012",154,0,0,0,0,0
"2012",155,0,0,0,0,0
"2012",156,0,0,0,0,0
"2012",157,0,0,0,0,0
"2012",158,0,0,0,0,0
"2012",159,0,0,0,0,0
"2012",160,0,1,1,0,0
"2012",161,0,1,1,0,1
"2012",162,0,1,1,1,0
"2012",163,0,0,0,0,0
"2012",164,0,0,0,0,0
"2012",165,0,0,0,0,0
"2012",166,0,0,0,0,0
"2012",167,0,1,1,0,0
"2012",168,0,0,0,0,0
"2012",169,0,1,1,0,0
"2012",170,0,1,1,0,1
"2012",171,0,0,0,0,0
"2012",172,0,0,0,0,0
"2012",173,0,0,0,0,0
"2012",174,0,1,1,0,0
"2012",175,0,1,1,0,0
"2012",176,0,0,0,0,0
"2012",177,0,1,1,0,1
"2012",178,0,0,0,0,0
"2012",179,0,0,0,0,0
"2012",180,0,0,0,0,0
"2012",181,0,0,0,0,0
"2012",182,0,0,0,0,0
"2012",183,0,0,0,0,0
"2012",184,0,0,0,0,0
"2012",185,0,0,0,0,0
"2012",186,0,1,1,0,0
"2012",187,0,1,1,0,0
"2012",188,0,1,1,0,1
"2012",189,0,0,0,0,0
"2012",190,0,1,1,0,1
"2012",191,0,0,0,0,0
"2012",192,0,1,1,0,1
"2012",193,0,1,1,0,1
"2012",194,0,1,1,0,0
"2012",195,0,1,1,0,0
"2012",196,0,1,1,0,0
"2012",197,0,1,1,0,0
"2012",198,0,0,0,0,0
"2012",199,0,1,1,0,0
"2012",200,0,1,1,0,0
"2012",201,0,0,0,0,0
"2012",202,0,1,1,0,1
"2012",203,0,0,0,0,0
"2012",204,0,0,0,0,0
"2012",205,0,1,1,1,0
"2012",206,0,0,0,0,0
"2012",207,0,0,0,0,0
"2012",208,0,0,0,0,0
"2012",209,0,1,1,1,1
"2012",210,0,1,0,0,0
"2012",211,0,0,0,0,0
"2012",212,0,0,0,0,0
"2012",213,0,0,0,0,0
"2012",214,0,0,0,0,0
"2013",140,0,0,0,0,0
"2013",141,0,0,0,0,0
"2013",142,0,0,0,0,0
"2013",143,0,0,0,0,0
"2013",144,0,0,0,0,0
"2013",145,0,0,0,0,0
"2013",146,0,0,0,0,0
"2013",147,0,0,0,0,0
"2013",148,0,0,0,0,0
"2013",149,0,0,0,0,0
"2013",150,0,1,1,0,0
"2013",151,0,1,1,0,0
"2013",152,0,1,1,0,0
"2013",153,0,1,1,0,1
"2013",154,0,0,0,0,0
"2013",155,0,1,1,0,0
"2013",156,0,1,1,0,1
"2013",157,0,0,0,0,0
"2013",158,0,1,1,0,1
"2013",159,0,1,1,0,0
"2013",160,0,1,1,0,0
"2013",161,0,0,0,0,0
"2013",162,0,0,0,0,0
"2013",163,0,0,0,0,0
"2013",164,0,0,0,0,0
"2013",165,0,0,0,0,0
"2013",166,0,0,0,0,0
"2013",167,0,0,0,0,0
"2013",168,0,0,0,0,0
"2013",169,0,1,0,0,1
"2013",170,0,0,0,0,0
"2013",171,0,0,0,0,0
"2013",172,0,0,0,0,0
"2013",173,0,0,0,0,0
"2013",174,0,0,0,0,0
"2013",175,0,0,0,0,0
"2013",176,0,0,0,0,0
"2013",177,0,0,0,0,0
"2013",178,0,0,0,0,0
"2013",179,0,0,0,0,0
"2013",180,0,1,0,0,1
"2013",181,0,0,0,0,0
"2013",182,0,0,0,0,0
"2013",183,0,0,0,0,0
"2013",184,0,0,0,0,0
"2013",185,0,1,0,0,1
"2013",186,0,0,0,0,0
"2013",187,0,0,0,0,0
"2013",188,0,0,0,0,0
"2013",189,0,1,1,1,1
"2013",190,0,1,0,0,1
"2013",191,0,1,1,1,1
"2013",192,0,1,1,1,0
"2013",193,0,0,0,0,0
"2013",194,0,0,0,0,0
"2013",195,0,0,0,0,0
"2013",196,0,0,0,0,0
"2013",197,0,0,0,0,0
"2013",198,0,0,0,0,0
"2013",199,0,0,0,0,0
"2013",200,0,0,0,0,0
"2013",201,0,1,0,1,1
"2013",202,0,0,0,0,0
"2013",203,0,0,0,0,0
"2013",204,0,0,0,0,0
"2013",205,0,0,0,0,0
"2013",206,0,0,0,0,0
"2013",207,0,0,0,0,0
"2013",208,0,0,0,0,0
"2013",209,0,0,0,0,0
"2013",210,0,0,0,0,0
"2013",211,0,0,0,0,0
"2013",212,0,0,0,0,0
"2013",213,0,0,0,0,0
"2013",214,0,0,0,0,0
"2015",140,0,0,0,0,0
"2015",141,0,0,0,0,0
"2015",142,0,0,0,0,0
"2015",143,0,0,0,0,0
"2015",144,0,1,1,0,0
"2015",145,0,0,0,0,0
"2015",146,0,0,0,0,0
"2015",147,0,0,0,0,0
"2015",148,0,0,0,0,0
"2015",149,0,1,1,0,0
"2015",150,0,0,0,0,0
"2015",151,0,0,0,0,0
"2015",152,0,0,0,0,0
"2015",153,0,1,1,0,0
"2015",154,0,0,0,0,0
"2015",155,0,1,0,0,1
"2015",156,0,1,1,0,0
"2015",157,0,1,1,0,0
"2015",158,0,0,0,0,0
"2015",159,0,0,0,0,0
"2015",160,0,0,0,0,0
"2015",161,0,1,1,0,1
"2015",162,0,1,1,0,1
"2015",163,0,1,1,1,0
"2015",164,0,0,0,0,0
"2015",165,0,0,0,0,0
"2015",166,0,0,0,0,0
"2015",167,0,1,1,1,0
"2015",168,0,1,1,1,1
"2015",169,0,0,0,0,0
"2015",170,0,0,0,0,0
"2015",171,0,0,0,0,0
"2015",172,0,0,0,0,0
"2015",173,0,1,1,1,1
"2015",174,0,1,1,1,1
"2015",175,0,1,0,1,1
"2015",176,0,1,1,1,1
"2015",177,0,1,1,1,0
"2015",178,0,1,1,0,0
"2015",179,0,0,0,0,0
"2015",180,0,1,1,1,0
"2015",181,0,1,1,1,0
"2015",182,0,0,0,0,0
"2015",183,0,1,1,1,0
"2015",184,0,0,0,0,0
"2015",185,0,1,1,0,0
"2015",186,0,1,1,1,0
"2015",187,0,0,0,0,0
"2015",188,0,1,1,1,1
"2015",189,0,1,1,0,0
"2015",190,0,1,0,1,0
"2015",191,0,0,0,0,0
"2015",192,0,1,1,0,0
"2015",193,0,1,1,1,0
"2015",194,0,1,1,1,1
"2015",195,0,0,0,0,0
"2015",196,0,1,1,1,0
"2015",197,0,1,1,1,0
"2015",198,0,0,0,0,0
"2015",199,0,1,1,1,0
"2015",200,0,1,1,1,0
"2015",201,0,1,1,1,0
"2015",202,0,1,1,1,0
"2015",203,0,1,0,1,0
"2015",204,0,1,1,0,0
"2015",205,0,1,1,1,1
"2015",206,0,1,1,1,1
"2015",207,0,1,1,1,0
"2015",208,0,0,0,0,0
"2015",209,0,0,0,0,0
"2015",210,0,1,1,1,0
"2015",211,0,1,1,0,0
"2015",212,0,0,0,0,0
"2015",213,0,1,0,1,0
"2015",214,0,1,1,1,0
"2016",140,0,0,0,0,0
"2016",141,0,0,0,0,0
"2016",142,0,0,0,0,0
"2016",143,0,0,0,0,0
"2016",144,0,0,0,0,0
"2016",145,0,0,0,0,0
"2016",146,0,0,0,0,0
"2016",147,0,0,0,0,0
"2016",148,0,0,0,0,0
"2016",149,0,0,0,0,0
"2016",150,0,0,0,0,0
"2016",151,0,0,0,0,0
"2016",152,0,0,0,0,0
"2016",153,0,0,0,0,0
"2016",154,0,0,0,0,0
"2016",155,0,0,0,0,0
"2016",156,0,0,0,0,0
"2016",157,0,1,0,0,1
"2016",158,0,1,1,1,0
"2016",159,0,0,0,0,0
"2016",160,0,0,0,0,0
"2016",161,0,1,1,1,0
"2016",162,0,0,0,0,0
"2016",163,0,0,0,0,0
"2016",164,0,0,0,0,0
"2016",165,0,0,0,0,0
"2016",166,0,0,0,0,0
"2016",167,0,0,0,0,0
"2016",168,0,0,0,0,0
"2016",169,0,0,0,0,0
"2016",170,0,1,0,0,1
"2016",171,0,0,0,0,0
"2016",172,0,0,0,0,0
"2016",173,0,0,0,0,0
"2016",174,0,0,0,0,0
"2016",175,0,0,0,0,0
"2016",176,0,0,0,0,0
"2016",177,0,0,0,0,0
"2016",178,0,0,0,0,0
"2016",179,0,0,0,0,0
"2016",180,0,0,0,0,0
"2016",181,0,0,0,0,0
"2016",182,0,0,0,0,0
"2016",183,0,0,0,0,0
"2016",184,0,0,0,0,0
"2016",185,0,1,1,0,0
"2016",186,0,0,0,0,0
"2016",187,0,0,0,0,0
"2016",188,0,0,0,0,0
"2016",189,0,1,1,0,0
"2016",190,0,1,1,0,0
"2016",191,0,1,1,0,0
"2016",192,0,0,0,0,0
"2016",193,0,0,0,0,0
"2016",194,0,1,1,0,0
"2016",195,0,1,1,0,0
"2016",196,0,1,1,0,1
"2016",197,0,0,0,0,0
"2016",198,0,0,0,0,0
"2016",199,0,0,0,0,0
"2016",200,0,1,1,0,1
"2016",201,0,1,1,0,1
"2016",202,0,1,0,0,1
"2016",203,0,1,1,0,0
"2016",204,0,1,1,0,0
"2016",205,0,0,0,0,0
"2016",206,0,0,0,0,0
"2016",207,0,0,0,0,0
"2016",208,0,1,1,0,0
"2016",209,0,1,1,0,0
"2016",210,0,0,0,0,0
"2016",211,0,0,0,0,0
"2016",212,0,0,0,0,0
"2016",213,0,1,0,0,1
"2016",214,0,0,0,0,0
"2017",140,0,0,0,0,0
"2017",141,0,0,0,0,0
"2017",142,0,0,0,0,0
"2017",143,0,0,0,0,0
"2017",144,0,0,0,0,0
"2017",145,0,0,0,0,0
"2017",146,0,0,0,0,0
"2017",147,0,0,0,0,0
"2017",148,0,0,0,0,0
"2017",149,0,0,0,0,0
"2017",150,0,0,0,0,0
"2017",151,0,1,1,0,0
"2017",152,0,1,1,0,0
"2017",153,0,0,0,0,0
"2017",154,0,0,0,0,0
"2017",155,0,0,0,0,0
"2017",156,0,0,0,0,0
"2017",157,0,0,0,0,0
"2017",158,0,0,0,0,0
