"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","217","198","233","359","352","366","366","366","366","0.04"
"L","ps","1","1979","267","225","296","299","183","365","319","186","366","0.01"
"L","ps","1","1980","278","220","331","195","183","363","212","184","366","0.01"
"L","ps","1","1981","228","205","247","312","183","365","325","186","366","0.05"
"L","ps","1","1982","282","266","298","272","255","284","292","282","304","0.14"
"L","ps","1","1983","274","215","336","306","183","363","353","203","366","0.03"
"L","ps","1","1984","276","235","320","301","183","364","324","213","366","0.02"
"L","ps","1","1985","227","190","260","188","183","218","222","184","366","0.13"
"L","ps","1","1986","279","236","324","217","183","358","245","187","366","0.02"
"L","ps","1","1987","269","238","303","190","183","250","262","203","366","0.04"
"L","ps","1","1988","271","233","317","219","183","272","322","265","366","0.52"
"L","ps","1","1989","283","229","337","244","183","349","283","193","366","0.03"
"L","ps","1","1990","273","227","319","192","183","353","249","187","366","0.05"
"L","ps","1","1991","277","232","330","257","183","363","272","186","366","0.01"
"L","ps","1","1992","270","224","327","212","183","353","324","194","366","0.09"
"L","ps","1","1993","273","211","327","204","183","332","270","190","366","0.11"
"L","ps","1","1994","262","208","301","186","183","198","240","193","297","0.09"
"L","ps","1","1995","275","211","329","185","183","183","226","189","254","0.09"
"L","ps","1","1996","276","216","338","212","183","310","337","237","366","0.52"
"L","ps","1","1997","310","301","321","289","183","306","332","310","366","0.3"
"L","ps","1","1998","262","212","292","210","183","264","282","262","302","0.33"
"L","ps","1","1999","316","232","360","217","183","356","350","251","366","0.52"
"L","ps","1","2000","280","187","358","184","183","183","339","237","366","0.55"
"L","ps","1","2001","298","224","334","211","183","291","351","289","366","0.75"
"L","ps","1","2002","301","270","321","252","183","304","312","271","340","0.38"
"L","ps","1","2003","285","275","296","266","247","284","301","290","311","0.27"
"L","ps","1","2004","275","264","284","256","229","272","295","280","309","0.28"
"L","ps","1","2005","285","249","303","220","183","277","295","268","308","0.19"
"L","ps","1","2006","331","308","360","301","258","347","365","357","366","0.39"
"L","ps","1","2007","344","325","361","188","183","183","212","185","262","0.13"
"L","ps","1","2008","286","228","322","224","183","280","344","321","366","0.71"
"L","ps","1","2009","314","296","335","280","183","366","284","183","366","0.12"
"L","ps","1","2010","279","254","293","241","183","282","292","266","366","0.34"
"L","ps","1","2011","294","270","311","254","183","292","280","246","306","0.08"
"L","ps","1","2012","295","278","308","294","284","302","304","290","313","0.16"
"L","ps","1","2013","276","265","285","264","250","276","285","275","293","0.17"
"L","ps","1","2014","310","292","326","202","183","269","207","184","279","0.13"
"L","ps","1","2015","290","275","309","274","274","274","278","278","278","0.11"
"L","ps","1","2016","275","252","297","183","183","183","187","185","190","0.04"
"L","ps","1","2017","299","284","315","242","183","298","261","187","316","0.28"
