"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","218","209","224","245","204","357","258","213","366","0.04"
"K","ps","1","1979","271","229","311","283","183","362","300","193","366","0.01"
"K","ps","1","1980","283","248","321","254","183","362","271","190","366","0.01"
"K","ps","1","1981","220","195","243","198","183","219","271","194","366","0.14"
"K","ps","1","1982","281","264","298","264","249","282","295","274","312","0.14"
"K","ps","1","1983","273","230","315","303","183","359","336","225","366","0.03"
"K","ps","1","1984","279","242","314","273","183","356","311","207","366","0.04"
"K","ps","1","1985","211","189","247","184","183","183","244","200","366","0.22"
"K","ps","1","1986","271","232","305","215","183","281","252","192","321","0.05"
"K","ps","1","1987","275","236","313","259","192","357","294","236","366","0.04"
"K","ps","1","1988","281","241","326","273","183","338","340","259","366","0.15"
"K","ps","1","1989","268","261","276","255","244","267","281","275","287","0.13"
"K","ps","1","1990","249","212","272","203","183","250","274","253","296","0.3"
"K","ps","1","1991","270","254","284","244","183","270","292","280","304","0.24"
"K","ps","1","1992","271","235","310","242","183","348","288","194","366","0.05"
"K","ps","1","1993","270","224","315","206","183","305","276","203","366","0.14"
"K","ps","1","1994","266","222","302","196","183","238","245","201","289","0.1"
"K","ps","1","1995","270","224","310","196","183","234","240","199","303","0.08"
"K","ps","1","1996","270","217","316","211","183","277","322","250","366","0.42"
"K","ps","1","1997","304","207","356","231","183","337","363","366","366","0.56"
"K","ps","1","1998","290","260","314","236","183","275","340","329","350","0.56"
"K","ps","1","1999","290","229","334","214","183","278","358","340","366","0.74"
"K","ps","1","2000","273","203","334","207","183","275","364","360","366","0.68"
"K","ps","1","2001","266","202","322","207","183","268","328","271","366","0.56"
"K","ps","1","2002","303","271","331","265","183","311","330","307","345","0.3"
"K","ps","1","2003","312","295","327","265","249","284","354","349","358","0.46"
"K","ps","1","2004","288","213","347","215","183","259","366","366","366","0.75"
"K","ps","1","2005","294","240","331","238","183","330","290","231","366","0.16"
"K","ps","1","2006","345","330","359","303","284","320","366","366","366","0.34"
"K","ps","1","2007","349","349","362","282","183","343","366","366","366","0.27"
"K","ps","1","2008","281","262","303","247","183","279","314","290","348","0.32"
"K","ps","1","2009","328","301","342","307","280","333","345","334","358","0.2"
"K","ps","1","2010","287","255","343","228","183","267","355","325","366","0.56"
"K","ps","1","2011","300","236","353","246","204","285","364","355","366","0.54"
"K","ps","1","2012","333","321","347","296","245","316","364","359","366","0.33"
"K","ps","1","2013","293","278","305","273","254","297","362","366","366","0.29"
"K","ps","1","2014","328","319","340","294","259","315","352","345","359","0.29"
"K","ps","1","2015","300","197","357","229","183","350","357","362","366","0.29"
"K","ps","1","2016","294","288","300","269","265","280","363","366","366","0.28"
"K","ps","1","2017","336","321","350","296","183","321","363","355","366","0.27"
