"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","uss","2","peak","1.13","0.74","1.53"
"J","uss","2","first","-0.75","-0.9","-0.61"
"J","uss","2","last","1.12","0.95","1.27"
"J","uss","2","peak.20012016","5.16","2.14","8.47"
"J","uss","2","first.20012016","1.11","0.94","1.2"
"J","uss","2","last.20012016","0.47","0.29","0.65"
