"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","1.09","0.07","2.01","-0.15","2.16"
"J","uss","2","first","-0.35","-0.56","-0.16","-0.6","-0.12"
"J","uss","2","last","0.48","0.32","0.64","0.28","0.69"
"J","uss","2","peak.20012016","5.98","-1.69","11.75","-3.71","13.03"
"J","uss","2","first.20012016","0.67","0.44","0.89","0.41","0.94"
"J","uss","2","last.20012016","0.23","0.01","0.5","-0.02","0.55"
