"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"L","ps","1","peak","1.07","0.87","1.28"
"L","ps","1","first","1.68","1.04","2.36"
"L","ps","1","last","1.04","0.36","1.76"
"L","ps","1","peak.20012016","-0.46","-1","-0.01"
"L","ps","1","first.20012016","1.46","0.25","2.66"
"L","ps","1","last.20012016","-1.7","-2.27","-1.13"
