"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","uss","2","1978","214","207","217","206","193","204","298","303","303","0.23"
"L","uss","2","1979","204","197","208","218","189","290","260","212","303","0.17"
"L","uss","2","1980","253","225","277","264","252","287","290","283","303","0.2"
"L","uss","2","1981","245","227","262","206","199","235","264","259","277","0.28"
"L","uss","2","1982","230","224","237","220","212","227","242","236","247","0.13"
"L","uss","2","1983","241","224","259","207","184","233","265","263","274","0.27"
"L","uss","2","1984","216","202","216","203","188","203","270","224","303","0.25"
"L","uss","2","1985","218","210","226","208","195","215","245","227","244","0.19"
"L","uss","2","1986","249","244","265","253","247","264","279","266","303","0.21"
"L","uss","2","1987","220","201","238","218","194","236","242","217","265","0.2"
"L","uss","2","1988","220","195","239","209","181","239","292","303","303","0.32"
"L","uss","2","1989","197","186","214","214","192","219","231","209","291","0.18"
"L","uss","2","1990","197","185","205","163","156","171","255","222","303","0.37"
"L","uss","2","1991","203","198","208","184","178","191","221","214","227","0.16"
"L","uss","2","1992","258","241","276","171","169","182","301","303","303","0.59"
"L","uss","2","1993","243","223","260","162","161","164","297","303","303","0.64"
"L","uss","2","1994","218","201","235","158","154","160","276","264","288","0.45"
"L","uss","2","1995","183","176","186","155","152","158","239","226","248","0.36"
"L","uss","2","1996","233","224","240","194","190","198","275","266","277","0.35"
"L","uss","2","1997","187","177","191","153","151","155","272","257","298","0.47"
"L","uss","2","1998","235","229","244","153","150","155","284","279","286","0.59"
"L","uss","2","1999","261","247","275","175","173","177","302","303","303","0.57"
"L","uss","2","2000","222","198","250","162","160","164","286","278","293","0.51"
"L","uss","2","2001","234","213","252","153","151","155","302","303","303","0.68"
"L","uss","2","2002","236","225","246","142","139","145","295","289","303","0.71"
"L","uss","2","2003","225","200","249","155","154","157","301","303","303","0.66"
"L","uss","2","2004","270","254","287","166","163","170","303","303","303","0.66"
"L","uss","2","2005","267","251","282","151","147","154","303","303","303","0.62"
"L","uss","2","2006","243","238","249","158","155","163","281","278","284","0.54"
"L","uss","2","2007","265","263","286","161","159","163","303","303","303","0.56"
"L","uss","2","2008","226","206","244","162","160","163","302","303","303","0.64"
"L","uss","2","2009","243","228","258","154","151","158","302","303","303","0.67"
"L","uss","2","2010","257","238","277","137","133","142","303","303","303","0.75"
"L","uss","2","2011","220","204","232","131","92","154","285","283","288","0.62"
"L","uss","2","2012","223","194","274","151","147","157","303","303","303","0.62"
"L","uss","2","2013","215","206","223","151","149","152","290","286","293","0.65"
"L","uss","2","2014","191","185","195","159","157","162","300","303","303","0.51"
"L","uss","2","2015","269","258","282","141","140","148","303","303","303","0.75"
"L","uss","2","2016","229","213","244","173","164","183","291","282","303","0.45"
"L","uss","2","2017","244","234","255","182","170","193","298","294","303","0.49"
