"lat","lon","region","mnnumdays","logdays"
"48.1219","-122.3932","ps","1","0"
"47.8834","-122.3934","ps","1","0"
"47.43","-122.3941","ps","1","0"
"47.4273","-122.3943","ps","1","0"
"47.8161","-122.3958","ps","1","0"
"47.9038","-122.3959","ps","1","0"
"47.431","-122.3965","ps","1","0"
"47.4247","-122.3968","ps","1","0"
"47.4963","-122.397","ps","1","0"
"47.5017","-122.3978","ps","1","0"
"47.8952","-122.3981","ps","1","0"
"47.4578","-122.3987","ps","1","0"
"47.8949","-122.3987","ps","1","0"
"47.783","-122.3994","ps","1","0"
"47.469","-122.4002","ps","1","0"
"47.8803","-122.4007","ps","1","0"
"47.5063","-122.401","ps","1","0"
"48.046","-122.4019","ps","2","0.301029995663981"
"47.4267","-122.4025","ps","1","0"
"47.5321","-122.4027","ps","1","0"
"47.8923","-122.4027","ps","1","0"
"47.8166","-122.403","ps","1","0"
"48.0625","-122.4045","ps","2","0.301029995663981"
"47.4297","-122.4047","ps","1","0"
"47.5285","-122.4049","ps","1","0"
"47.5309","-122.4049","ps","1","0"
"48.1781","-122.4051","ps","1","0"
"47.5093","-122.4054","ps","4.39473684210526","0.642932874530773"
"47.4661","-122.4056","ps","1","0"
"47.4201","-122.4058","ps","1","0"
"47.6031","-122.4058","ps","1","0"
"47.4417","-122.4069","ps","1","0"
"47.7906","-122.4075","ps","1","0"
"47.5267","-122.4077","ps","1","0"
"47.4191","-122.4078","ps","1","0"
"47.786","-122.4078","ps","1","0"
"47.336","-122.4083","ps","1","0"
"47.4138","-122.4083","ps","1","0"
"47.875","-122.4093","ps","1","0"
"47.5327","-122.4095","ps","1","0"
"47.4804","-122.4105","ps","1","0"
"47.795","-122.4106","ps","1","0"
"47.4062","-122.4111","ps","1","0"
"47.5945","-122.4113","ps","1","0"
"47.4442","-122.4116","ps","1","0"
"47.4367","-122.412","ps","1","0"
"47.417","-122.4123","ps","1","0"
"47.4246","-122.4123","ps","1","0"
"47.7764","-122.413","ps","1","0"
"47.6768","-122.4132","ps","1","0"
"47.5056","-122.4137","ps","1","0"
"48.2097","-122.4142","ps","1","0"
"47.5075","-122.4144","ps","1","0"
"47.6822","-122.4144","ps","1","0"
"47.4206","-122.4148","ps","1","0"
"47.3678","-122.4149","ps","1","0"
"47.6794","-122.4149","ps","1","0"
"47.3593","-122.4151","ps","1","0"
"47.5868","-122.4153","ps","1","0"
"47.5276","-122.4154","ps","1","0"
"47.4875","-122.4166","ps","1","0"
"47.4167","-122.4167","ps","1","0"
"47.8662","-122.4167","ps","1","0"
"47.8827","-122.4167","ps","1","0"
"47.468","-122.4168","ps","1","0"
"47.4618","-122.4172","ps","1","0"
"47.3687","-122.4176","ps","1","0"
"47.4663","-122.4177","ps","1","0"
"47.4446","-122.4181","ps","1","0"
"47.4865","-122.4182","ps","1","0"
"47.3496","-122.4184","ps","1","0"
"47.5533","-122.4188","ps","4.06896551724138","0.609484009407169"
"47.5898","-122.4189","ps","1","0"
"47.7696","-122.4189","ps","3.76190476190476","0.575407796556522"
"47.7959","-122.4194","ps","1","0"
"47.545","-122.4197","ps","1","0"
"47.538","-122.4199","ps","1","0"
"47.794","-122.4201","ps","1","0"
"47.8637","-122.4204","ps","1","0"
"47.8923","-122.4209","ps","1","0"
"47.5177","-122.4219","ps","1","0"
"47.8115","-122.4221","ps","1","0"
"47.4753","-122.4223","ps","1","0"
"47.5007","-122.4225","ps","1","0"
"47.4988","-122.4231","ps","1","0"
"47.4942","-122.4232","ps","1","0"
"47.7052","-122.4232","ps","1","0"
"47.5171","-122.4236","ps","1","0"
"47.4663","-122.424","ps","1","0"
"47.3567","-122.4241","ps","1","0"
"47.5945","-122.4247","ps","1","0"
"47.6104","-122.4248","ps","1","0"
"47.5024","-122.4251","ps","1","0"
"47.5127","-122.4251","ps","1","0"
"47.7108","-122.4258","ps","1","0"
"47.6175","-122.4259","ps","1","0"
"47.526","-122.4265","ps","1","0"
"47.5391","-122.4267","ps","1","0"
"47.8547","-122.4267","ps","1","0"
"47.7932","-122.4273","ps","1","0"
"47.8102","-122.4274","ps","6.69230769230769","0.825575900311782"
"47.4959","-122.4278","ps","1","0"
"47.8569","-122.4282","ps","1","0"
"47.5515","-122.4286","ps","1","0"
"47.5834","-122.4286","ps","1","0"
"47.4736","-122.4287","ps","1","0"
"47.4988","-122.4287","ps","1","0"
"47.8059","-122.4298","ps","1","0"
"47.5898","-122.43","ps","1","0"
"47.595","-122.43","ps","1","0"
"47.4991","-122.4301","ps","1","0"
"47.5944","-122.4301","ps","1","0"
"47.6043","-122.4308","ps","1","0"
"47.8754","-122.4308","ps","1","0"
"47.2865","-122.4311","ps","1.15384615384615","0.0621479067488444"
"47.6661","-122.4312","ps","1","0"
"47.556","-122.4313","ps","1","0"
"47.7692","-122.4326","ps","1","0"
"47.507","-122.4327","ps","1","0"
"47.3593","-122.4332","ps","1","0"
"47.5171","-122.4332","ps","1","0"
"47.7745","-122.4332","ps","1","0"
"47.53","-122.4338","ps","1","0"
"47.8432","-122.4339","ps","1","0"
"47.558","-122.4342","ps","1","0"
"47.3565","-122.4343","ps","1","0"
"47.571","-122.4353","ps","1","0"
"47.3415","-122.4356","ps","1","0"
"47.5329","-122.4356","ps","1","0"
"47.5138","-122.4362","ps","1","0"
"47.3624","-122.4364","ps","1","0"
"47.7758","-122.4365","ps","1","0"
"47.525","-122.4367","ps","1","0"
"47.5995","-122.4367","ps","4.24137931034483","0.627507113540442"
"47.8795","-122.4368","ps","1","0"
"47.5317","-122.4373","ps","1","0"
"47.3516","-122.4382","ps","1","0"
"47.6849","-122.4389","ps","3.78125","0.577635391996544"
"47.7991","-122.4391","ps","1","0"
"47.5616","-122.4392","ps","1","0"
"47.6254","-122.4392","ps","1","0"
"47.7096","-122.4396","ps","1","0"
"47.557","-122.4398","ps","1","0"
"47.5442","-122.4404","ps","1","0"
"47.6194","-122.4404","ps","1","0"
"47.3514","-122.4405","ps","1","0"
"47.5667","-122.4406","ps","1","0"
"47.8288","-122.4406","ps","1","0"
"47.5795","-122.4407","ps","1","0"
"47.6515","-122.4407","ps","1","0"
"47.6399","-122.4409","ps","4.1875","0.621954820044902"
"47.5799","-122.4414","ps","1","0"
"47.6081","-122.4417","ps","1","0"
"47.7676","-122.4417","ps","1","0"
"47.5785","-122.442","ps","1","0"
"47.7275","-122.4431","ps","2.375","0.375663613960885"
"47.5083","-122.4434","ps","1","0"
"47.5742","-122.4437","ps","1","0"
"47.3949","-122.444","ps","1","0"
"47.4993","-122.4441","ps","1","0"
"47.5214","-122.4443","ps","1","0"
"47.776","-122.4445","ps","1","0"
"47.6591","-122.4447","ps","1","0"
"47.6508","-122.445","ps","1","0"
"47.3387","-122.4451","ps","2.34375","0.369911285071794"
"47.848","-122.4451","ps","1","0"
"47.8007","-122.4456","ps","1","0"
"47.622","-122.4463","ps","1","0"
"47.6875","-122.4464","ps","1","0"
"47.8808","-122.4464","ps","1","0"
"47.8433","-122.4469","ps","1","0"
"47.8147","-122.4474","ps","1","0"
"47.5854","-122.4476","ps","1","0"
"47.5888","-122.4478","ps","1","0"
"47.6677","-122.4482","ps","1","0"
"47.8335","-122.4485","ps","1","0"
"47.6081","-122.4487","ps","1","0"
"47.518","-122.4489","ps","1","0"
"47.581","-122.449","ps","1","0"
"48.1021","-122.449","ps","1.77777777777778","0.2498774732166"
"47.581","-122.4492","ps","1","0"
"47.5629","-122.4494","ps","1","0"
"47.8445","-122.4496","ps","1","0"
"47.6247","-122.4497","ps","1","0"
"48.08","-122.4498","ps","1","0"
"47.5833","-122.45","ps","1","0"
"47.887","-122.4506","ps","1","0"
"47.3345","-122.4507","ps","1","0"
"47.5325","-122.4512","ps","1","0"
"48.3115","-122.4516","ps","1","0"
"47.5194","-122.4517","ps","1","0"
"47.8542","-122.4517","ps","4.36363636363636","0.639848552217362"
"47.5785","-122.4521","ps","1","0"
"47.6261","-122.4521","ps","1","0"
"47.5746","-122.4522","ps","1","0"
"47.5765","-122.4524","ps","1","0"
"47.528","-122.4525","ps","1","0"
"47.5553","-122.4525","ps","1","0"
"47.88","-122.4532","ps","1","0"
"47.5777","-122.4534","ps","1","0"
"47.5283","-122.454","ps","1","0"
"47.5778","-122.454","ps","1","0"
"47.333","-122.4541","ps","1","0"
"47.8225","-122.4541","ps","1","0"
"47.835","-122.4541","ps","1","0"
"47.8894","-122.4541","ps","1","0"
"47.5243","-122.4542","ps","1","0"
"47.5201","-122.4544","ps","1","0"
"47.662","-122.4553","ps","1","0"
"47.5573","-122.4555","ps","1","0"
"47.2895","-122.4557","ps","1","0"
"47.5132","-122.4564","ps","1","0"
"47.8582","-122.4564","ps","1","0"
"47.8783","-122.4564","ps","1","0"
"47.8893","-122.4565","ps","1","0"
"47.608","-122.4566","ps","1","0"
"47.6089","-122.4567","ps","1","0"
"47.8343","-122.4567","ps","1","0"
"47.7581","-122.457","ps","1","0"
"47.6333","-122.4573","ps","1","0"
"47.7725","-122.4582","ps","1","0"
"47.521","-122.4586","ps","1","0"
"47.5315","-122.4593","ps","1","0"
"47.5278","-122.4594","ps","1","0"
"47.6209","-122.4598","ps","1","0"
"48.2789","-122.4599","ps","1","0"
"48.3307","-122.4604","ps","1","0"
"47.7735","-122.4617","ps","1","0"
"47.5865","-122.4618","ps","1","0"
"47.9003","-122.4618","ps","5.25","0.720159303405957"
"47.5564","-122.4623","ps","1","0"
"47.5736","-122.463","ps","1","0"
"47.5817","-122.4633","ps","1","0"
"47.8449","-122.4633","ps","1","0"
"47.5834","-122.4636","ps","1","0"
"47.6105","-122.4638","ps","1","0"
"47.6722","-122.4638","ps","1","0"
"47.5822","-122.464","ps","1","0"
"47.5761","-122.4644","ps","1","0"
"47.8813","-122.4646","ps","1","0"
"47.8553","-122.4648","ps","1","0"
"47.5951","-122.4652","ps","1","0"
"47.3383","-122.4654","ps","1","0"
"47.5732","-122.4654","ps","1","0"
"47.6628","-122.4657","ps","1","0"
"47.6206","-122.4665","ps","1","0"
"47.3348","-122.4667","ps","1","0"
"47.5788","-122.4677","ps","1","0"
"47.6564","-122.4686","ps","1","0"
"47.7297","-122.4696","ps","1","0"
"47.843","-122.4696","ps","1","0"
"47.8483","-122.4698","ps","1","0"
"47.5867","-122.47","ps","1","0"
"47.5788","-122.4702","ps","1","0"
"47.5852","-122.4705","ps","1","0"
"47.9526","-122.4709","ps","2.14285714285714","0.330993219041424"
"47.631","-122.4711","ps","1","0"
"47.592","-122.4712","ps","1","0"
"47.5887","-122.4718","ps","1","0"
"47.5647","-122.4726","ps","1","0"
"47.606","-122.4726","ps","1","0"
"47.8564","-122.4735","ps","1","0"
"47.5203","-122.4739","ps","1","0"
"47.6715","-122.4751","ps","1","0"
"47.6573","-122.4758","ps","1","0"
"47.5557","-122.4762","ps","1","0"
"47.3285","-122.4774","ps","1","0"
"47.5966","-122.4777","ps","1","0"
"47.6603","-122.4779","ps","1","0"
"47.6142","-122.4785","ps","1","0"
"47.3296","-122.4793","ps","1","0"
"47.6252","-122.4797","ps","1","0"
"47.7995","-122.48","ps","1","0"
"47.5223","-122.4805","ps","1","0"
"47.641","-122.4806","ps","1","0"
"47.6782","-122.4806","ps","1","0"
"47.6666","-122.4816","ps","1","0"
"47.6548","-122.4823","ps","1","0"
"47.8825","-122.4833","ps","1","0"
"47.3044","-122.4848","ps","1","0"
"47.5249","-122.4852","ps","1","0"
"47.971","-122.4853","ps","1","0"
"47.6655","-122.4855","ps","1","0"
"47.5209","-122.4858","ps","1","0"
"48.0975","-122.4859","ps","1","0"
"47.6701","-122.486","ps","1","0"
"47.6517","-122.4867","ps","1","0"
"47.609","-122.4874","ps","1","0"
"47.8658","-122.4882","ps","1","0"
"47.8664","-122.4888","ps","1","0"
"47.621","-122.4901","ps","1","0"
"47.7174","-122.4906","ps","1","0"
"47.5483","-122.4917","ps","3.38461538461538","0.529509324179351"
"48.1","-122.4919","ps","2","0.301029995663981"
"47.4637","-122.4933","ps","2.63157894736842","0.42021640338319"
"47.6526","-122.4933","ps","1","0"
"47.4864","-122.4936","ps","1","0"
"47.4973","-122.4946","ps","1","0"
"47.8309","-122.497","ps","1","0"
"47.8695","-122.4983","ps","1","0"
"47.5619","-122.499","ps","1","0"
"47.9057","-122.4995","ps","1","0"
"47.4833","-122.5","ps","1","0"
"47.7","-122.5","ps","1","0"
"47.3236","-122.5001","ps","1","0"
"47.5626","-122.5006","ps","1","0"
"47.9257","-122.5016","ps","1","0"
"47.3083","-122.5017","ps","1","0"
"47.6741","-122.5022","ps","1","0"
"47.313","-122.5047","ps","1","0"
"47.8816","-122.5075","ps","1","0"
"47.8793","-122.5084","ps","1","0"
"47.8733","-122.5091","ps","1","0"
"47.3218","-122.5093","ps","1","0"
"47.8557","-122.5097","ps","1","0"
"47.3232","-122.5101","ps","1","0"
"47.327","-122.5105","ps","1","0"
"47.5403","-122.5106","ps","1","0"
"47.8783","-122.5116","ps","1","0"
"47.9045","-122.512","ps","1","0"
"47.4703","-122.5127","ps","1","0"
"47.5514","-122.5142","ps","1","0"
"47.5416","-122.5146","ps","1","0"
"47.4579","-122.5154","ps","1","0"
"47.9248","-122.5156","ps","1","0"
"47.4167","-122.5167","ps","1","0"
"47.7227","-122.5173","ps","1.2","0.0791812460476248"
"47.371","-122.5189","ps","2.18181818181818","0.338818556553381"
"47.7159","-122.52","ps","1","0"
"47.9147","-122.5203","ps","1","0"
"47.4227","-122.5205","ps","1","0"
"47.9127","-122.5207","ps","1","0"
"48.0614","-122.5212","ps","2.5","0.397940008672038"
"47.9067","-122.5217","ps","1","0"
"48.1232","-122.5229","ps","2.125","0.32735893438633"
"47.9083","-122.5233","ps","1","0"
"47.9232","-122.5236","ps","1","0"
"47.3408","-122.5269","ps","1","0"
"47.3411","-122.5295","ps","1","0"
"47.9347","-122.5309","ps","1","0"
"47.3434","-122.531","ps","1","0"
"48.1155","-122.532","ps","1","0"
"47.2995","-122.5334","ps","2.1","0.322219294733919"
"47.3684","-122.5343","ps","1","0"
"48.0724","-122.5343","ps","1","0"
"47.3634","-122.5349","ps","1","0"
"47.9507","-122.5388","ps","1","0"
"48.1817","-122.5403","ps","1","0"
"48.1978","-122.5453","ps","1","0"
"47.9443","-122.5483","ps","1","0"
"47.9391","-122.5492","ps","3.11111111111111","0.492915521902894"
"47.964","-122.551","ps","1.5","0.176091259055681"
"48.1862","-122.5531","ps","2.14285714285714","0.330993219041424"
"47.9921","-122.5533","ps","1","0"
"48.165","-122.558","ps","1","0"
"47.9678","-122.5589","ps","1","0"
"47.9811","-122.5625","ps","4.25","0.628388930050311"
"47.9606","-122.5631","ps","1","0"
"48.2572","-122.5653","ps","1","0"
"47.9484","-122.5665","ps","1","0"
"48.2731","-122.5676","ps","1.33333333333333","0.1249387366083"
"47.3248","-122.5679","ps","1","0"
"47.9605","-122.5699","ps","1","0"
"47.9646","-122.5703","ps","1","0"
"48.4122","-122.5737","ps","1","0"
"48.2361","-122.5749","ps","1.5","0.176091259055681"
"47.2512","-122.5779","ps","1.55555555555556","0.191885526238913"
"48.0076","-122.5841","ps","1","0"
"47.9861","-122.5845","ps","1","0"
"47.9696","-122.5887","ps","1","0"
"47.596","-122.5896","ps","1","0"
"47.6803","-122.5896","ps","1","0"
"47.9914","-122.5899","ps","1","0"
"47.5637","-122.5908","ps","3.22222222222222","0.508155488459631"
"47.9843","-122.5946","ps","1","0"
"48.0148","-122.5981","ps","1","0"
"48.2167","-122.6","ps","1","0"
"47.9695","-122.6029","ps","1","0"
"47.877","-122.6031","ps","1","0"
"48.0257","-122.6039","ps","1","0"
"48.0348","-122.6081","ps","1","0"
"48.0315","-122.6084","ps","1","0"
"48.0312","-122.6085","ps","1","0"
"48.0309","-122.6088","ps","1","0"
"48.03","-122.609","ps","1","0"
"48.1339","-122.6125","ps","1","0"
"48.0713","-122.6135","ps","1","0"
"48.072","-122.6143","ps","1","0"
"47.1808","-122.6152","ps","2","0.301029995663981"
"48.0174","-122.6171","ps","1","0"
"47.1893","-122.6178","ps","1","0"
"48.0309","-122.6181","ps","1","0"
"47.92","-122.6187","ps","1","0"
"48.0349","-122.6188","ps","1","0"
"48.071","-122.619","ps","1","0"
"48.0272","-122.62","ps","1","0"
"48.0721","-122.6201","ps","1","0"
"48.0051","-122.6205","ps","1","0"
"48.2254","-122.6206","ps","1","0"
"48.0709","-122.6222","ps","1","0"
"48.0745","-122.6223","ps","1","0"
"48.075","-122.623","ps","1","0"
"48.0793","-122.6278","ps","1","0"
"47.9886","-122.6299","ps","1","0"
"48.0145","-122.6301","ps","5","0.698970004336019"
"48.0721","-122.6319","ps","1","0"
"48.0351","-122.6334","ps","1","0"
"48.0557","-122.634","ps","3.47826086956522","0.541362150974351"
"47.9697","-122.6351","ps","1.66666666666667","0.221848749616356"
"48.0971","-122.6379","ps","3.2","0.505149978319906"
"48.1374","-122.6386","ps","2.42857142857143","0.385350881364017"
"47.1835","-122.6393","ps","1","0"
"48.4063","-122.6397","ps","1","0"
"47.8571","-122.64","ps","1.42857142857143","0.154901959985743"
"48.0747","-122.6405","ps","1","0"
"48.1414","-122.6416","ps","1","0"
"48.4082","-122.6416","ps","1","0"
"48.0708","-122.6443","ps","1","0"
"48.2394","-122.6451","ps","1","0"
"48.407","-122.6473","ps","1","0"
"48.1167","-122.6548","ps","1","0"
"48.0782","-122.6561","ps","1","0"
"48.2313","-122.6706","ps","2","0.301029995663981"
"48.0987","-122.6726","ps","1","0"
"47.2516","-122.6761","ps","1.25","0.0969100130080564"
"48.14","-122.6767","ps","1","0"
"48.14","-122.6773","ps","1","0"
"48.1486","-122.6813","ps","1","0"
"47.8088","-122.6847","ps","1.5","0.176091259055681"
"48.1048","-122.6857","ps","1","0"
"48.1288","-122.6899","ps","1","0"
"47.1224","-122.7058","ps","1.16666666666667","0.0669467896306132"
"48.1203","-122.7177","ps","6.16666666666667","0.790050473683351"
"48.1692","-122.7198","ps","3.22727272727273","0.508835667896869"
"48.1827","-122.7204","ps","1","0"
"48.1575","-122.7226","ps","1","0"
"48.1389","-122.7257","ps","1","0"
"47.1678","-122.7329","ps","1.6","0.204119982655925"
"48.1","-122.7333","ps","1","0"
"48.1375","-122.7364","ps","1","0"
"48.1037","-122.7428","ps","1","0"
"47.7271","-122.7455","ps","1.66666666666667","0.221848749616356"
"48.1527","-122.7462","ps","1","0"
"48.0449","-122.7495","ps","2.77777777777778","0.443697499232713"
"47.135","-122.7667","ps","1","0"
"47.7785","-122.8105","ps","1","0"
"47.308","-122.8179","ps","1.5","0.176091259055681"
"47.1922","-122.8211","ps","1.4","0.146128035678238"
"47.6586","-122.8401","ps","1","0"
"47.7106","-122.8485","ps","1","0"
"47.1192","-122.9171","ps","1","0"
"47.2222","-122.9299","ps","3","0.477121254719662"
"47.6049","-122.9466","ps","1","0"
"47.1431","-123.0024","ps","1","0"
"47.4442","-123.0995","ps","1","0"
"48.4881","-122.5197","uss","1.5","0.176091259055681"
"48.7472","-122.5242","uss","1","0"
"48.624","-122.529","uss","1","0"
"48.621","-122.532","uss","1","0"
"48.62","-122.533","uss","1","0"
"48.6261","-122.5341","uss","1","0"
"48.618","-122.536","uss","1","0"
"48.625","-122.536","uss","1","0"
"48.622","-122.546","uss","1","0"
"48.612","-122.551","uss","1","0"
"48.622","-122.551","uss","1","0"
"48.6374","-122.5552","uss","1.33333333333333","0.1249387366083"
"48.5916","-122.5555","uss","1.6","0.204119982655925"
"48.624","-122.559","uss","1","0"
"48.7036","-122.5661","uss","1","0"
"48.608","-122.568","uss","1","0"
"48.6524","-122.573","uss","1","0"
"48.611","-122.577","uss","1","0"
"48.6908","-122.5786","uss","1","0"
"48.619","-122.579","uss","1","0"
"48.619","-122.581","uss","1","0"
"48.607","-122.585","uss","1","0"
"48.62","-122.586","uss","1","0"
"48.5017","-122.5869","uss","1","0"
"48.5075","-122.5887","uss","1","0"
"48.605","-122.591","uss","1","0"
"48.6336","-122.5921","uss","1","0"
"48.638","-122.593","uss","1","0"
"48.671","-122.597","uss","1","0"
"48.673","-122.599","uss","1","0"
"48.631","-122.605","uss","1","0"
"48.618","-122.608","uss","1","0"
"48.6301","-122.6094","uss","1","0"
"48.6318","-122.614","uss","1","0"
"48.6","-122.6167","uss","1","0"
"48.5251","-122.6194","uss","1","0"
"48.6089","-122.6198","uss","1","0"
"48.6414","-122.6199","uss","1","0"
"48.608","-122.621","uss","1","0"
"48.6","-122.624","uss","1","0"
"48.614","-122.628","uss","1","0"
"48.688","-122.63","uss","1","0"
"48.6333","-122.6333","uss","1","0"
"48.6988","-122.6381","uss","1.25","0.0969100130080564"
"48.6073","-122.639","uss","1","0"
"48.6404","-122.6399","uss","1","0"
"48.605","-122.644","uss","1","0"
"48.624","-122.645","uss","1","0"
"48.696","-122.645","uss","1","0"
"48.5794","-122.6464","uss","3","0.477121254719662"
"48.519","-122.6477","uss","1","0"
"48.6317","-122.6483","uss","1","0"
"48.6517","-122.65","uss","1","0"
"48.7027","-122.6502","uss","1","0"
"48.6331","-122.6526","uss","1","0"
"48.6241","-122.6534","uss","2.5","0.397940008672038"
"48.6206","-122.6535","uss","1","0"
"48.6265","-122.6542","uss","1","0"
"48.5248","-122.6544","uss","1.76470588235294","0.246672333341388"
"48.628","-122.6551","uss","1","0"
"48.617","-122.6559","uss","1","0"
"48.644","-122.657","uss","1","0"
"48.522","-122.658","uss","1","0"
"48.6049","-122.6581","uss","1","0"
"48.5669","-122.6582","uss","1","0"
"48.6003","-122.6584","uss","1","0"
"48.573","-122.659","uss","1","0"
"48.5692","-122.66","uss","1","0"
"48.5255","-122.6614","uss","1","0"
"48.5604","-122.6615","uss","1","0"
"48.5701","-122.6616","uss","1","0"
"48.5645","-122.6617","uss","1","0"
"48.565","-122.6617","uss","1","0"
"48.5613","-122.6619","uss","1","0"
"48.541","-122.662","uss","1","0"
"48.587","-122.662","uss","1","0"
"48.5574","-122.6626","uss","1","0"
"48.5832","-122.6628","uss","1","0"
"48.5975","-122.6628","uss","1","0"
"48.6636","-122.6631","uss","1","0"
"48.6009","-122.6642","uss","1","0"
"48.649","-122.6652","uss","1","0"
"48.5333","-122.6667","uss","1","0"
"48.5583","-122.6667","uss","1","0"
"48.6","-122.6667","uss","1.5","0.176091259055681"
"48.376","-122.6673","uss","1","0"
"48.592","-122.668","uss","1","0"
"48.718","-122.669","uss","1","0"
"48.5443","-122.6693","uss","1","0"
"48.5883","-122.6706","uss","1","0"
"48.5405","-122.6715","uss","1","0"
"48.5851","-122.6715","uss","1","0"
"48.5484","-122.6716","uss","1","0"
"48.523","-122.672","uss","1","0"
"48.7169","-122.6721","uss","1","0"
"48.63","-122.6743","uss","1","0"
"48.531","-122.675","uss","1","0"
"48.6692","-122.676","uss","1","0"
"48.725","-122.676","uss","1","0"
"48.3675","-122.678","uss","1","0"
"48.4634","-122.6785","uss","1","0"
"48.6521","-122.6785","uss","1","0"
"48.6662","-122.6793","uss","1","0"
"48.35","-122.68","uss","1","0"
"48.6714","-122.6801","uss","4.30769230769231","0.634244674699364"
"48.4625","-122.6803","uss","1","0"
"48.514","-122.681","uss","1","0"
"48.69","-122.6817","uss","1","0"
"48.662","-122.682","uss","1","0"
"48.3874","-122.6822","uss","1","0"
"48.5274","-122.6822","uss","1","0"
"48.4167","-122.6833","uss","1","0"
"48.4304","-122.6836","uss","1","0"
"48.6824","-122.6837","uss","1","0"
"48.6831","-122.6837","uss","1","0"
"48.419","-122.684","uss","1","0"
"48.512","-122.684","uss","1","0"
"48.6519","-122.6847","uss","1","0"
"48.536","-122.685","uss","1","0"
"48.68","-122.685","uss","1","0"
"48.5278","-122.6853","uss","1","0"
"48.6621","-122.6853","uss","1","0"
"48.5333","-122.6867","uss","1","0"
"48.5261","-122.6868","uss","1","0"
"48.6617","-122.6868","uss","1","0"
"48.3556","-122.6869","uss","1","0"
"48.4214","-122.6873","uss","1","0"
"48.5851","-122.6874","uss","1","0"
"48.446","-122.6877","uss","1","0"
"48.4322","-122.6899","uss","1","0"
"48.6772","-122.6902","uss","1","0"
"48.6817","-122.6907","uss","1","0"
"48.7676","-122.6907","uss","1.3","0.113943352306837"
"48.6963","-122.6911","uss","1","0"
"48.6833","-122.692","uss","1","0"
"48.45","-122.6921","uss","2.52631578947368","0.402487636422758"
"48.6487","-122.6924","uss","1","0"
"48.4068","-122.6927","uss","3.71428571428571","0.569875307956561"
"48.6868","-122.6941","uss","1","0"
"48.6802","-122.6948","uss","1","0"
"48.6802","-122.6949","uss","1","0"
"48.4284","-122.6955","uss","1","0"
"48.6779","-122.6956","uss","1","0"
