"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","uss","2","peak","0.21","-0.04","0.48","-0.52","0.99"
"L","uss","2","first","-1.79","-2.07","-1.5","-2.63","-0.92"
"L","uss","2","last","1.09","0.85","1.3","0.47","1.81"
"L","uss","2","peak.20012016","-1.14","-2.16","-0.14","-4.02","1.76"
"L","uss","2","first.20012016","0.55","0.23","0.87","-0.47","1.48"
"L","uss","2","last.20012016","-0.2","-0.4","0.02","-0.88","0.38"
