"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"K","ps","1","peak","0.24","-0.23","0.71"
"K","ps","1","first","-0.14","-0.6","0.32"
"K","ps","1","last","0.98","0.4","1.58"
