"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","uss","2","peak","0.26","-0.2","0.72","-0.49","1.02"
"L","uss","2","first","-1.35","-1.64","-1.05","-1.83","-0.82"
"L","uss","2","last","0.89","0.66","1.14","0.52","1.3"
"L","uss","2","peak.20012016","-1.09","-2.8","0.55","-3.98","1.69"
"L","uss","2","first.20012016","-0.2","-0.75","0.33","-1.13","0.75"
"L","uss","2","last.20012016","0.05","-0.15","0.26","-0.3","0.38"
