"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","218","212","223","207","198","213","232","220","233","0.04"
"L","ps","1","1979","276","259","292","277","245","334","304","280","366","0.01"
"L","ps","1","1980","270","253","288","247","183","269","268","219","304","0.01"
"L","ps","1","1981","229","222","235","214","206","221","244","234","250","0.06"
"L","ps","1","1982","282","275","288","256","250","264","308","300","316","0.14"
"L","ps","1","1983","278","261","295","280","244","332","324","290","366","0.03"
"L","ps","1","1984","272","255","287","270","218","334","312","274","366","0.03"
"L","ps","1","1985","231","209","247","188","183","183","263","208","311","0.21"
"L","ps","1","1986","277","263","292","230","183","264","271","216","312","0.04"
"L","ps","1","1987","266","245","285","238","206","254","281","262","293","0.03"
"L","ps","1","1988","275","260","285","227","200","252","323","296","366","0.45"
"L","ps","1","1989","274","258","291","228","183","278","260","207","312","0.01"
"L","ps","1","1990","274","258","292","213","183","212","279","228","366","0.07"
"L","ps","1","1991","275","261","289","255","188","281","284","247","314","0.01"
"L","ps","1","1992","274","260","289","247","183","307","301","268","366","0.05"
"L","ps","1","1993","271","255","289","213","183","235","277","235","308","0.08"
"L","ps","1","1994","269","252","287","204","183","198","265","233","286","0.1"
"L","ps","1","1995","265","251","280","197","183","183","251","228","260","0.07"
"L","ps","1","1996","274","253","294","210","183","234","329","297","366","0.43"
"L","ps","1","1997","307","305","311","268","274","283","341","332","345","0.31"
"L","ps","1","1998","265","254","281","223","183","254","298","289","303","0.31"
"L","ps","1","1999","300","274","338","217","183","249","364","366","366","0.55"
"L","ps","1","2000","249","212","283","188","183","183","365","366","366","0.54"
"L","ps","1","2001","310","304","323","224","183","265","364","366","366","0.62"
"L","ps","1","2002","299","291","311","244","234","266","352","346","361","0.4"
"L","ps","1","2003","285","281","290","254","248","262","315","312","317","0.27"
"L","ps","1","2004","271","266","280","233","222","250","307","302","313","0.35"
"L","ps","1","2005","286","282","296","260","251","279","311","307","315","0.17"
"L","ps","1","2006","334","324","344","284","275","296","365","366","366","0.35"
"L","ps","1","2007","341","340","350","298","292","328","363","361","366","0.14"
"L","ps","1","2008","292","283","307","219","183","251","356","347","366","0.69"
"L","ps","1","2009","313","304","321","287","278","297","341","333","349","0.12"
"L","ps","1","2010","278","274","285","235","226","254","324","315","324","0.35"
"L","ps","1","2011","294","289","301","275","270","287","310","303","317","0.08"
"L","ps","1","2012","294","288","301","263","257","273","324","317","331","0.16"
"L","ps","1","2013","274","271","279","249","244","256","300","297","304","0.17"
"L","ps","1","2014","308","302","318","280","271","293","336","331","340","0.14"
"L","ps","1","2015","290","282","301","265","254","274","313","308","318","0.11"
"L","ps","1","2016","274","267","280","259","252","269","284","277","291","0.04"
"L","ps","1","2017","297","291","305","250","247","264","350","344","356","0.29"
