"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","219","214","223","211","204","216","237","221","236","0.04"
"K","ps","1","1979","272","256","304","264","183","360","286","222","366","0.01"
"K","ps","1","1980","274","255","309","258","183","358","283","215","366","0.01"
"K","ps","1","1981","219","203","235","194","183","205","265","206","366","0.13"
"K","ps","1","1982","280","270","295","256","251","268","308","298","327","0.15"
"K","ps","1","1983","276","257","307","273","183","353","314","271","366","0.03"
"K","ps","1","1984","273","254","305","261","183","347","306","264","366","0.05"
"K","ps","1","1985","218","196","250","184","183","183","264","208","366","0.23"
"K","ps","1","1986","273","257","302","224","183","285","264","212","363","0.04"
"K","ps","1","1987","272","255","304","240","192","307","285","259","366","0.04"
"K","ps","1","1988","281","261","320","265","203","330","334","316","366","0.14"
"K","ps","1","1989","268","264","274","249","244","260","286","282","292","0.13"
"K","ps","1","1990","248","236","272","206","183","251","285","269","307","0.32"
"K","ps","1","1991","271","265","282","246","235","264","296","288","307","0.2"
"K","ps","1","1992","272","254","305","235","183","324","283","212","366","0.05"
"K","ps","1","1993","271","253","307","214","183","279","274","229","366","0.1"
"K","ps","1","1994","269","250","303","204","183","263","258","228","309","0.1"
"K","ps","1","1995","274","254","311","209","183","285","261","223","342","0.09"
"K","ps","1","1996","273","249","316","211","183","268","327","294","366","0.44"
"K","ps","1","1997","302","240","355","223","183","285","365","366","366","0.5"
"K","ps","1","1998","292","284","315","232","188","268","345","337","366","0.57"
"K","ps","1","1999","295","279","336","213","183","269","360","353","366","0.75"
"K","ps","1","2000","283","238","342","199","183","247","366","366","366","0.76"
"K","ps","1","2001","269","229","327","198","183","240","359","355","366","0.72"
"K","ps","1","2002","304","285","330","254","247","285","343","338","350","0.29"
"K","ps","1","2003","312","304","327","259","252","276","359","356","364","0.47"
"K","ps","1","2004","281","251","338","206","183","251","366","366","366","0.78"
"K","ps","1","2005","291","263","329","251","185","311","325","313","357","0.19"
"K","ps","1","2006","344","337","358","286","279","304","366","366","366","0.36"
"K","ps","1","2007","342","356","360","259","183","329","366","366","366","0.26"
"K","ps","1","2008","278","271","294","237","220","267","346","341","366","0.34"
"K","ps","1","2009","328","319","342","281","273","302","355","350","366","0.2"
"K","ps","1","2010","286","267","342","223","183","258","359","359","366","0.55"
"K","ps","1","2011","292","250","348","232","211","262","365","366","366","0.55"
"K","ps","1","2012","332","325","346","260","234","298","366","366","366","0.33"
"K","ps","1","2013","293","284","302","256","255","276","366","366","366","0.28"
"K","ps","1","2014","327","325","339","271","258","297","357","354","365","0.3"
"K","ps","1","2015","292","265","349","196","183","208","366","366","366","0.29"
"K","ps","1","2016","294","291","300","265","265","274","366","366","366","0.28"
"K","ps","1","2017","335","330","348","281","289","304","366","366","366","0.27"
