"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","219","214","220","251","209","347","263","218","366","0.04"
"K","ps","1","1979","272","256","290","274","183","356","294","209","366","0.01"
"K","ps","1","1980","274","255","291","255","183","346","281","194","366","0.01"
"K","ps","1","1981","219","203","221","197","183","183","267","200","366","0.13"
"K","ps","1","1982","280","270","288","263","258","271","295","285","306","0.15"
"K","ps","1","1983","276","257","294","283","183","350","324","297","366","0.03"
"K","ps","1","1984","273","254","292","269","183","341","310","264","366","0.05"
"K","ps","1","1985","218","196","226","184","183","183","256","204","366","0.23"
"K","ps","1","1986","273","257","289","218","183","249","256","205","297","0.04"
"K","ps","1","1987","272","255","289","233","183","254","276","250","291","0.04"
"K","ps","1","1988","281","261","302","269","206","314","337","323","366","0.14"
"K","ps","1","1989","268","264","271","255","248","261","280","277","282","0.13"
"K","ps","1","1990","248","236","265","203","183","225","279","263","288","0.32"
"K","ps","1","1991","271","265","278","250","239","263","291","284","297","0.2"
"K","ps","1","1992","272","254","288","238","183","310","282","206","366","0.05"
"K","ps","1","1993","271","253","289","207","183","205","264","217","289","0.1"
"K","ps","1","1994","269","250","289","196","183","183","246","220","259","0.1"
"K","ps","1","1995","274","254","295","198","183","183","246","214","252","0.09"
"K","ps","1","1996","273","249","298","212","183","239","324","289","366","0.44"
"K","ps","1","1997","302","240","349","235","183","289","363","366","366","0.5"
"K","ps","1","1998","292","284","308","235","193","263","342","334","348","0.57"
"K","ps","1","1999","295","279","320","215","183","250","359","349","366","0.75"
"K","ps","1","2000","283","238","323","203","183","212","365","366","366","0.76"
"K","ps","1","2001","269","229","313","200","183","210","346","332","366","0.72"
"K","ps","1","2002","304","285","325","267","256","297","331","328","341","0.29"
"K","ps","1","2003","312","304","321","264","256","277","354","352","356","0.47"
"K","ps","1","2004","281","251","315","209","183","246","366","366","366","0.78"
"K","ps","1","2005","291","263","320","231","183","257","288","263","325","0.19"
"K","ps","1","2006","344","337","352","300","291","312","366","366","366","0.36"
"K","ps","1","2007","342","356","360","282","183","339","366","366","366","0.26"
"K","ps","1","2008","278","271","287","244","228","267","314","297","340","0.34"
"K","ps","1","2009","328","319","340","305","290","326","345","342","350","0.2"
"K","ps","1","2010","286","267","316","229","183","258","356","349","366","0.55"
"K","ps","1","2011","292","250","336","242","218","264","364","366","366","0.55"
"K","ps","1","2012","332","325","340","294","297","310","364","362","366","0.33"
"K","ps","1","2013","293","284","298","272","265","285","362","366","366","0.28"
"K","ps","1","2014","327","325","336","287","278","308","351","348","355","0.3"
"K","ps","1","2015","292","265","320","227","183","302","360","366","366","0.29"
"K","ps","1","2016","294","291","298","271","271","278","364","366","366","0.28"
"K","ps","1","2017","335","330","344","294","300","313","363","362","366","0.27"
