"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","1.03","0.65","1.43","-0.19","2.14"
"J","uss","2","first","-0.74","-0.89","-0.59","-1.19","-0.32"
"J","uss","2","last","1.11","0.94","1.26","0.68","1.62"
"J","uss","2","peak.20012016","6.25","4.27","8.73","-3.08","13.08"
"J","uss","2","first.20012016","1.11","0.93","1.2","0.71","2.04"
"J","uss","2","last.20012016","0.5","0.33","0.68","-0.02","0.98"
