"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","uss","2","1978","211","204","219","192","188","195","300","303","303","0.2"
"K","uss","2","1979","190","186","191","178","174","181","298","303","303","0.21"
"K","uss","2","1980","213","206","215","201","183","205","265","221","303","0.19"
"K","uss","2","1981","215","204","234","162","92","199","233","217","259","0.25"
"K","uss","2","1982","240","235","247","233","227","239","252","243","257","0.13"
"K","uss","2","1983","199","194","205","146","92","174","238","221","259","0.32"
"K","uss","2","1984","211","181","276","166","164","170","298","299","303","0.36"
"K","uss","2","1985","181","174","184","156","155","159","268","233","303","0.37"
"K","uss","2","1986","170","163","171","149","148","152","275","258","303","0.39"
"K","uss","2","1987","191","178","196","155","155","158","294","287","303","0.52"
"K","uss","2","1988","179","173","180","155","155","157","301","303","303","0.46"
"K","uss","2","1989","175","164","172","150","147","154","256","208","303","0.33"
"K","uss","2","1990","195","186","195","154","124","171","269","265","275","0.41"
"K","uss","2","1991","179","172","184","129","129","142","238","216","234","0.51"
"K","uss","2","1992","249","240","266","179","140","227","288","274","303","0.44"
"K","uss","2","1993","249","242","265","121","92","118","292","278","303","0.56"
"K","uss","2","1994","180","175","182","157","155","159","240","206","267","0.32"
"K","uss","2","1995","209","158","239","140","138","142","262","259","266","0.47"
"K","uss","2","1996","173","170","176","152","151","154","262","253","265","0.39"
"K","uss","2","1997","190","153","245","135","134","137","303","303","303","0.64"
"K","uss","2","1998","251","252","272","149","147","150","296","287","303","0.61"
"K","uss","2","1999","231","223","239","168","166","170","271","266","274","0.43"
"K","uss","2","2000","184","180","186","166","164","168","248","218","274","0.3"
"K","uss","2","2001","187","162","216","138","137","140","290","283","296","0.65"
"K","uss","2","2002","192","168","222","143","142","145","285","277","290","0.64"
"K","uss","2","2003","203","189","214","154","153","156","299","301","303","0.64"
"K","uss","2","2004","225","219","229","189","188","190","302","303","303","0.51"
"K","uss","2","2005","252","246","258","150","151","154","293","290","294","0.57"
"K","uss","2","2006","227","218","239","166","166","171","284","276","290","0.52"
"K","uss","2","2007","257","218","290","188","186","191","303","303","303","0.45"
"K","uss","2","2008","276","278","292","167","165","169","303","303","303","0.57"
"K","uss","2","2009","243","218","270","121","118","128","296","293","298","0.72"
"K","uss","2","2010","273","270","288","107","92","92","303","303","303","0.69"
"K","uss","2","2011","208","192","214","167","166","168","302","302","303","0.61"
"K","uss","2","2012","265","256","277","111","92","112","302","303","303","0.57"
"K","uss","2","2013","254","246","259","202","191","218","301","303","303","0.43"
"K","uss","2","2014","232","202","274","150","92","182","302","303","303","0.55"
"K","uss","2","2015","214","203","220","162","161","164","300","299","303","0.64"
"K","uss","2","2016","271","262","280","178","151","220","302","302","303","0.44"
"K","uss","2","2017","185","178","183","175","171","175","200","185","196","0.13"
