"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","ps","1","peak","1.17","0.93","1.44"
"J","ps","1","first","0.54","0.1","0.97"
"J","ps","1","last","0.87","0.43","1.31"
"J","ps","1","peak.20012016","0.81","-0.37","1.94"
"J","ps","1","first.20012016","2.68","1.66","3.71"
"J","ps","1","last.20012016","-1.07","-2","-0.15"
