"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","uss","2","1978","213","207","217","205","192","204","298","303","303","0.23"
"L","uss","2","1979","204","197","207","216","189","287","258","211","303","0.17"
"L","uss","2","1980","253","224","278","264","253","285","288","280","303","0.2"
"L","uss","2","1981","246","228","262","204","198","235","265","260","278","0.28"
"L","uss","2","1982","230","225","237","220","212","227","242","236","248","0.13"
"L","uss","2","1983","242","227","259","208","184","234","265","263","274","0.27"
"L","uss","2","1984","216","202","216","202","188","202","268","224","303","0.25"
"L","uss","2","1985","218","211","227","206","195","215","244","228","244","0.19"
"L","uss","2","1986","250","245","265","250","246","262","277","266","303","0.21"
"L","uss","2","1987","220","201","238","217","194","234","241","217","261","0.2"
"L","uss","2","1988","220","195","238","208","181","232","293","303","303","0.32"
"L","uss","2","1989","197","186","214","212","189","217","228","206","234","0.18"
"L","uss","2","1990","197","184","205","163","156","171","254","222","303","0.37"
"L","uss","2","1991","202","198","206","182","175","188","221","215","226","0.17"
"L","uss","2","1992","253","236","271","176","170","184","299","303","303","0.56"
"L","uss","2","1993","227","214","238","163","161","165","288","274","303","0.55"
"L","uss","2","1994","219","202","236","158","154","160","276","264","290","0.45"
"L","uss","2","1995","183","176","186","155","152","158","240","227","250","0.36"
"L","uss","2","1996","233","223","242","194","190","198","275","266","277","0.35"
"L","uss","2","1997","185","176","190","153","151","155","272","256","296","0.47"
"L","uss","2","1998","236","230","245","153","150","155","284","279","286","0.59"
"L","uss","2","1999","261","248","275","174","172","177","302","303","303","0.57"
"L","uss","2","2000","222","198","250","162","160","164","285","278","292","0.51"
"L","uss","2","2001","234","214","252","153","151","155","301","303","303","0.68"
"L","uss","2","2002","238","227","248","142","139","145","295","289","303","0.72"
"L","uss","2","2003","227","199","254","155","153","157","301","303","303","0.66"
"L","uss","2","2004","270","256","285","166","162","170","303","303","303","0.66"
"L","uss","2","2005","266","251","281","151","146","153","303","303","303","0.63"
"L","uss","2","2006","243","238","249","157","154","162","281","278","284","0.54"
"L","uss","2","2007","266","263","287","161","159","163","303","303","303","0.56"
"L","uss","2","2008","227","207","247","162","160","163","302","303","303","0.64"
"L","uss","2","2009","242","227","257","153","151","158","302","303","303","0.67"
"L","uss","2","2010","255","233","276","137","133","142","303","303","303","0.75"
"L","uss","2","2011","220","203","231","131","92","154","285","283","288","0.62"
"L","uss","2","2012","221","193","271","151","148","158","303","303","303","0.62"
"L","uss","2","2013","216","208","224","151","149","153","290","287","294","0.66"
"L","uss","2","2014","191","185","195","159","157","162","300","303","303","0.51"
"L","uss","2","2015","271","260","286","141","140","148","303","303","303","0.75"
"L","uss","2","2016","229","213","244","173","164","182","291","282","303","0.45"
"L","uss","2","2017","244","233","255","181","171","192","298","294","303","0.49"
