"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"K","uss","2","peak","0.9","0.36","1.44"
"K","uss","2","first","-0.37","-0.87","0.13"
"K","uss","2","last","0.68","0.28","1.12"
