"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","ps","1","peak","-0.18","-0.48","0.11"
"J","ps","1","first","-0.34","-0.75","0.07"
"J","ps","1","last","0.34","0.02","0.67"
