"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","218","207","228","245","183","359","267","190","366","0.04"
"L","ps","1","1979","276","246","305","286","183","361","309","260","366","0.01"
"L","ps","1","1980","270","240","301","242","183","357","256","186","366","0.01"
"L","ps","1","1981","229","217","240","226","195","236","243","217","253","0.06"
"L","ps","1","1982","282","270","294","265","253","279","297","282","310","0.14"
"L","ps","1","1983","278","248","309","288","183","354","333","251","366","0.03"
"L","ps","1","1984","272","244","301","279","183","351","318","238","366","0.03"
"L","ps","1","1985","231","199","261","190","183","198","257","196","366","0.21"
"L","ps","1","1986","277","249","304","221","183","277","256","194","323","0.04"
"L","ps","1","1987","266","234","302","239","196","292","277","248","332","0.03"
"L","ps","1","1988","275","249","302","230","183","262","321","281","366","0.45"
"L","ps","1","1989","274","243","306","212","183","290","242","190","366","0.01"
"L","ps","1","1990","274","241","309","209","183","325","271","202","366","0.07"
"L","ps","1","1991","275","250","302","251","183","360","277","191","366","0.01"
"L","ps","1","1992","274","247","303","248","183","334","300","202","366","0.05"
"L","ps","1","1993","271","235","304","207","183","264","268","207","366","0.08"
"L","ps","1","1994","269","234","300","196","183","228","251","207","294","0.1"
"L","ps","1","1995","265","236","292","192","183","204","241","210","264","0.07"
"L","ps","1","1996","274","233","313","210","183","266","326","265","366","0.43"
"L","ps","1","1997","307","303","314","274","256","290","336","324","366","0.31"
"L","ps","1","1998","265","236","288","221","183","264","292","279","306","0.31"
"L","ps","1","1999","300","221","349","219","183","330","361","366","366","0.55"
"L","ps","1","2000","249","197","341","189","183","183","363","366","366","0.54"
"L","ps","1","2001","310","291","333","232","183","286","358","342","366","0.62"
"L","ps","1","2002","299","282","316","255","183","287","335","319","349","0.4"
"L","ps","1","2003","285","277","293","259","247","273","310","305","315","0.27"
"L","ps","1","2004","271","257","283","237","194","258","303","293","312","0.35"
"L","ps","1","2005","286","270","299","261","216","289","301","294","309","0.17"
"L","ps","1","2006","334","318","354","298","274","320","363","355","366","0.35"
"L","ps","1","2007","341","334","354","307","183","352","348","346","366","0.14"
"L","ps","1","2008","292","267","313","222","183","265","352","340","366","0.69"
"L","ps","1","2009","313","296","330","302","282","330","324","302","366","0.12"
"L","ps","1","2010","278","268","289","242","183","266","313","301","319","0.35"
"L","ps","1","2011","294","283","306","279","262","298","301","290","315","0.08"
"L","ps","1","2012","294","280","305","278","264","293","307","296","320","0.16"
"L","ps","1","2013","274","267","281","257","247","268","291","283","299","0.17"
"L","ps","1","2014","308","291","324","289","258","312","315","296","329","0.14"
"L","ps","1","2015","290","272","306","272","256","295","294","272","309","0.11"
"L","ps","1","2016","274","262","286","258","246","274","275","268","289","0.04"
"L","ps","1","2017","297","286","309","268","257","287","324","310","340","0.29"
