"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","uss","2","peak","0.93","0.63","1.43","0.01","1.78"
"K","uss","2","first","-0.32","-0.51","0.01","-0.83","0.24"
"K","uss","2","last","0.38","0.24","0.62","0.01","0.79"
"K","uss","2","peak.20012016","1.31","0.42","2.83","-1.43","3.91"
"K","uss","2","first.20012016","0.02","-0.57","0.83","-1.04","1.47"
"K","uss","2","last.20012016","-0.92","-1.54","-0.23","-2.03","0"
