"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","uss","2","peak","0.97","0.39","1.51","0.08","1.84"
"K","uss","2","first","-0.34","-0.7","0.02","-0.85","0.21"
"K","uss","2","last","0.39","0.13","0.65","0.02","0.81"
"K","uss","2","peak.20012016","1.25","-0.39","2.92","-1.32","3.77"
"K","uss","2","first.20012016","0.09","-0.69","0.97","-0.93","1.71"
"K","uss","2","last.20012016","-0.84","-1.73","-0.11","-1.92","0.17"
