"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","uss","2","peak","0.26","-0.2","0.72","-0.49","1.02"
"L","uss","2","first","-1.59","-1.94","-1.23","-2.2","-0.93"
"L","uss","2","last","1.06","0.75","1.37","0.59","1.61"
"L","uss","2","peak.20012016","-1.09","-2.8","0.55","-3.98","1.69"
"L","uss","2","first.20012016","0.07","-0.51","0.65","-0.95","1.08"
"L","uss","2","last.20012016","-0.01","-0.29","0.26","-0.52","0.41"
