"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","uss","2","peak","0.21","-0.04","0.48","-0.52","0.99"
"L","uss","2","first","-1.1","-1.26","-0.96","-1.51","-0.63"
"L","uss","2","last","0.67","0.56","0.77","0.39","1"
"L","uss","2","peak.20012016","-1.14","-2.16","-0.14","-4.02","1.76"
"L","uss","2","first.20012016","-0.17","-0.49","0.14","-1.1","0.76"
"L","uss","2","last.20012016","0.02","-0.06","0.1","-0.22","0.29"
