"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","uss","2","1978","213","201","224","299","295","303","302","303","303","0.23"
"L","uss","2","1979","204","190","218","249","92","303","257","93","303","0.17"
"L","uss","2","1980","252","195","292","297","287","303","303","303","303","0.2"
"L","uss","2","1981","245","209","272","97","92","92","99","92","99","0.28"
"L","uss","2","1982","230","209","245","291","291","303","295","303","303","0.13"
"L","uss","2","1983","241","191","266","274","239","303","280","254","303","0.27"
"L","uss","2","1984","216","193","284","291","287","303","299","303","303","0.25"
"L","uss","2","1985","217","195","234","288","283","303","296","303","303","0.19"
"L","uss","2","1986","249","183","282","286","270","303","298","303","303","0.21"
"L","uss","2","1987","219","180","263","274","92","303","277","93","303","0.2"
"L","uss","2","1988","218","183","290","294","284","303","303","303","303","0.31"
"L","uss","2","1989","198","149","227","298","292","303","303","303","303","0.18"
"L","uss","2","1990","197","169","223","282","187","303","294","209","303","0.37"
"L","uss","2","1991","203","192","216","189","177","203","219","200","251","0.16"
"L","uss","2","1992","256","218","294","212","184","266","297","266","303","0.57"
"L","uss","2","1993","229","195","285","176","164","247","286","257","303","0.58"
"L","uss","2","1994","218","175","253","241","190","300","264","216","303","0.45"
"L","uss","2","1995","184","171","210","190","166","296","206","179","303","0.36"
"L","uss","2","1996","233","215","255","245","214","300","260","227","303","0.35"
"L","uss","2","1997","186","171","221","185","164","296","205","178","303","0.47"
"L","uss","2","1998","235","210","251","179","166","202","269","260","278","0.59"
"L","uss","2","1999","261","224","293","210","190","233","298","270","303","0.57"
"L","uss","2","2000","223","186","267","210","178","263","250","199","303","0.51"
"L","uss","2","2001","235","194","280","172","163","185","292","270","303","0.68"
"L","uss","2","2002","237","208","265","170","157","189","283","264","303","0.71"
"L","uss","2","2003","224","189","278","173","165","185","290","261","303","0.66"
"L","uss","2","2004","272","239","299","193","185","203","303","303","303","0.66"
"L","uss","2","2005","268","234","295","221","206","249","300","285","303","0.62"
"L","uss","2","2006","242","228","255","222","207","239","261","245","272","0.54"
"L","uss","2","2007","264","182","296","262","212","294","301","286","303","0.56"
"L","uss","2","2008","228","196","273","177","169","187","291","258","303","0.64"
"L","uss","2","2009","243","206","278","183","169","208","290","267","303","0.67"
"L","uss","2","2010","255","213","293","177","159","194","300","286","303","0.75"
"L","uss","2","2011","220","194","262","190","166","231","248","211","274","0.62"
"L","uss","2","2012","221","186","292","222","175","291","293","209","303","0.62"
"L","uss","2","2013","215","195","238","160","155","166","276","261","289","0.65"
"L","uss","2","2014","192","180","208","217","173","302","254","190","303","0.51"
"L","uss","2","2015","270","240","296","193","163","225","302","302","303","0.75"
"L","uss","2","2016","229","201","265","250","203","303","262","214","303","0.45"
"L","uss","2","2017","244","218","269","228","200","284","262","236","303","0.49"
