"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","1.09","0.07","2.01","-0.15","2.16"
"J","uss","2","first","-0.74","-1.09","-0.39","-1.17","-0.31"
"J","uss","2","last","1.12","0.74","1.55","0.69","1.64"
"J","uss","2","peak.20012016","5.98","-1.69","11.75","-3.71","13.03"
"J","uss","2","first.20012016","1.11","0.76","1.59","0.71","2.15"
"J","uss","2","last.20012016","0.48","0.03","0.89","-0.04","0.97"
