"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.17","0.91","1.47","0.33","1.93"
"J","ps","1","first","0.41","-0.01","0.84","-0.86","1.58"
"J","ps","1","last","1.3","0.89","1.73","0.1","2.43"
"J","ps","1","peak.20012016","0.45","-0.67","1.55","-2.81","4.09"
"J","ps","1","first.20012016","2.26","1.22","3.24","-0.66","5.17"
"J","ps","1","last.20012016","-0.87","-1.55","-0.1","-3.11","0.99"
