"year","doy","SRprob.Estimate","SRprob.Est.Error","SRprob.Q2.5","SRprob.Q97.5","Jprob.Estimate","Jprob.Est.Error","Jprob.Q2.5","Jprob.Q97.5","Kprob.Estimate","Kprob.Est.Error","Kprob.Q2.5","Kprob.Q97.5","Lprob.Estimate","Lprob.Est.Error","Lprob.Q2.5","Lprob.Q97.5"
"1991","140","0.344064596575902","0.101569714841358","0.164414936688554","0.55793246865645","0.186848747860285","0.0756898800934184","0.0723388900706428","0.364705198226818","0.131570434781001","0.0689967261065946","0.0368630939137566","0.301613419751858","0.00835283123342166","0.00895983703451703","0.000602770543800387","0.0320051881830038"
"1991","141","0.349078648974787","0.0992467741475715","0.1740606714046","0.559840463492864","0.187907717156091","0.0736493067399565","0.0755852114364428","0.359265349766956","0.138388145367046","0.0685062994369071","0.0410743416267529","0.301660868514924","0.00908105399605745","0.00924116527067725","0.00069662276638878","0.0338884072397996"
"1991","142","0.354190448642638","0.097090384993497","0.179600564049809","0.558228195158235","0.189023894234988","0.0717872857981649","0.0783330337552038","0.355214284907448","0.145803876762092","0.0683508499710392","0.0463173243312682","0.311137476872155","0.009905177366479","0.00959994573523359","0.000829128345291072","0.0364717486053552"
"1991","143","0.359382127774743","0.0951218269247289","0.186166007109574","0.560280365612008","0.190164592805697","0.0701084673048243","0.0798714857592821","0.353558535730313","0.153938726492411","0.0685915491009731","0.051150374116056","0.323883571871029","0.0108420418084165","0.0100493018788323","0.00094345911529541","0.0388742172904938"
"1991","144","0.364629960071816","0.0933417184407825","0.193840494827151","0.561269534157413","0.191288968467663","0.0686004821667814","0.0819290490122561","0.347535584986903","0.162927826940961","0.0692509533477936","0.0570548801903003","0.328828671136545","0.0119105825136002","0.0106011208353628","0.00109578568908025","0.0410836837529768"
"1991","145","0.369907652955999","0.0917275307632043","0.198356368264052","0.560834204131171","0.1923562042956","0.0672343124734896","0.0841494931749282","0.341890026756534","0.172903678485575","0.0703020449244802","0.0635371849727558","0.334882974916702","0.0131310192574261","0.0112645184359554","0.00131924577653982","0.0439554306791234"
"1991","146","0.375190039454553","0.0902398069560007","0.205216261821186","0.559723300783885","0.193333960810588","0.0659714164293005","0.0861298688780788","0.337662888018496","0.183983966811776","0.0716748226395349","0.0709803544696272","0.347384271590302","0.0145243284119698","0.012045429166994","0.00155885785018181","0.0476591839932975"
"1991","147","0.38045624398517","0.0888340220353683","0.213143154483477","0.562314958091902","0.194205639496773","0.0647747830711842","0.0889916380822855","0.334767669150859","0.196261852759017","0.0732739545017054","0.0795806713328709","0.366346406755199","0.0161119102749748","0.0129469329820905","0.00177600704567229","0.0512393103832905"
"1991","148","0.385691571401495","0.0874727964364554","0.220581216663124","0.563560587308974","0.194975004171472","0.0636191596266231","0.0902815964706511","0.332556082886011","0.209796034514646","0.0750001418242431","0.0876582451527992","0.373733370036977","0.0179152482873017","0.0139700110199822","0.00205218862324243","0.0554209863650536"
"1991","149","0.390887811263268","0.0861334927231096","0.227852102499527","0.565044247821125","0.195667227793371","0.0624961335937239","0.0911777454728228","0.328965811341029","0.224598622800791","0.0767687542100481","0.0991633418565315","0.387568945090271","0.0199552743596251","0.0151143680442952","0.00245508776262357","0.0595767696518129"
"1991","150","0.396042143279192","0.0848087364335427","0.234880682930508","0.563528794905226","0.196326274378129","0.0614123386506699","0.0936546997395332","0.327424262577658","0.240620890302736","0.078520602453044","0.110809722853997","0.411131679375812","0.0222511545985828","0.0163788131754852","0.00297584440237845","0.0655999721765721"
"1991","151","0.401155176057843","0.0835007462927585","0.241485455965656","0.567466609702541","0.197009370925833","0.060382297158967","0.0952709507242311","0.327134579938288","0.257739698252991","0.0802211315240175","0.123930955592423","0.429467482854129","0.0248183368255579","0.017760665742249","0.00358986023159373","0.0718973590957831"
"1991","152","0.406228752436724","0.0822130286074372","0.248990578734442","0.568844083459728","0.197779885955653","0.0594196115287632","0.0962002864577879","0.322541621084314","0.275749809742091","0.0818472087480748","0.137696221222615","0.451137445490178","0.0276659616041227","0.0192539709642847","0.00425551183041382","0.0780836025954369"
"1991","153","0.411264031979196","0.0809438686621727","0.256624832211247","0.569711871165749","0.198700046150992","0.0585304212834361","0.0977272621601716","0.324982128451253","0.294367842254768","0.0833665384626004","0.15056622352404","0.471536746650084","0.0307940691733821","0.020846996901156","0.00493690272850446","0.0838783217005963"
"1991","154","0.416260121974782","0.0796847741356653","0.264205113967938","0.572709561512254","0.199824608116246","0.057711447898269","0.0999618627833563","0.325397437002409","0.31325103498495","0.0847213230813581","0.167283394868882","0.49220763621433","0.0341913014282118","0.0225202246786193","0.00572754992741821","0.0906980727593954"
"1991","155","0.421213303414308","0.0784242546515252","0.271304436326401","0.57448512297269","0.201196049215803","0.0569526190194904","0.101503024143345","0.325244140502822","0.33202877148512","0.0858283320177421","0.178515958514967","0.506625058829357","0.0378338430225234","0.0242462457724981","0.00650608345187257","0.0974733069252392"
"1991","156","0.426116776610953","0.0771545279638014","0.27624415793958","0.579453744514872","0.202841317343121","0.056242385103758","0.104721515073312","0.32312261225355","0.350339649715475","0.0865982058492438","0.194645571199769","0.531468677001764","0.0416860845245215","0.0259922127747378","0.00753111793549281","0.105172755075325"
"1991","157","0.430960843586603","0.075877363705948","0.281946134942352","0.581625608819806","0.204769889968352","0.0555730765634401","0.10737474894483","0.322882678411709","0.36786501216699","0.0869640222445872","0.208101755845612","0.550843684137986","0.0457029999332925","0.0277240647856067","0.00894480202192452","0.113437383336603"
"1991","158","0.435733495610885","0.0746058935768024","0.288892411792339","0.583339709391979","0.20697289436121","0.0549440039681424","0.111270483935593","0.324922320822871","0.384352088494973","0.0869036208401364","0.222240185270296","0.564431155457393","0.0498337342242564","0.029410684011765","0.0105928650676702","0.121685151824636"
"1991","159","0.440421405138929","0.0733613843802966","0.295927436252669","0.583877862977622","0.2094232453291","0.0543611084374736","0.115085458381697","0.325306135719252","0.399624259766233","0.0864452139592822","0.237101037417008","0.576494394752334","0.0540256298731228","0.0310262731097014","0.012355657751827","0.131018534666169"
"1991","160","0.445011280658041","0.0721665545640909","0.302943440614633","0.58513373124645","0.212076997588705","0.0538333823296219","0.11787125544414","0.326679064016623","0.41357969953112","0.0856557381857497","0.252492141921259","0.586938394328299","0.0582279784419059","0.0325504387451062","0.014038957680133","0.141117064959025"
"1991","161","0.44949144254533","0.0710387130630971","0.310372392461758","0.588241623978208","0.214876220936415","0.0533675866151633","0.119830619930044","0.327167655471643","0.426181464545531","0.0846192387005314","0.264766327059834","0.597434192844712","0.0623950654119751","0.0339668183197116","0.0152696312525245","0.148100083140028"
"1991","162","0.453853380472715","0.0699859453460598","0.314938151209001","0.588979351217468","0.217753587200054","0.0529635712491349","0.122998789701086","0.32702370724561","0.437442333488865","0.0834153343476211","0.275127909491552","0.602392815609643","0.066488376977512","0.0352617268154308","0.0170513177700747","0.151698024858143"
"1991","163","0.458093013652732","0.0690078412591838","0.322415210669162","0.592134851719372","0.220638513994365","0.0526123862664062","0.125716841955249","0.329546450375247","0.447407256146616","0.0821059128673604","0.288959955583923","0.607974447947724","0.0704779903504815","0.0364239664234979","0.0187513665890418","0.1577335829659"
"1991","164","0.462211399634957","0.0680998385042763","0.329031123531883","0.593604128723815","0.223464256766386","0.0522982527423717","0.128128915347992","0.331298811872652","0.456135795820747","0.0807332848656419","0.29858769939615","0.617073830372203","0.0743431495652475","0.0374459861076885","0.0203873496274238","0.164014130019378"
"1991","165","0.466214697974258","0.0672584437148143","0.335618602964171","0.594515277476979","0.226174960272331","0.0520037290895702","0.131018010673099","0.335715192234127","0.463686559734042","0.0793272762374772","0.308773330194179","0.618005889211589","0.0780719442024254","0.0383256251831132","0.0227244667835209","0.16903357068842"
"1991","166","0.4701132761178","0.0664843095155741","0.340448071579869","0.599013049640615","0.228731544563053","0.0517158739925259","0.135182469688896","0.339157607763425","0.470105220670829","0.077914789293328","0.316502754494593","0.621042750091369","0.0816600031970251","0.0390672177331818","0.02494273381359","0.176885139279188"
"1991","167","0.473919955695215","0.0657815126396607","0.341659054258766","0.601872030430711","0.231115484587911","0.0514307245170092","0.138466600065774","0.341162937159698","0.47541724244212","0.0765251412240608","0.322537405965545","0.623522508022092","0.0851082678707679","0.0396810327792754","0.0269883975098177","0.182652591815712"
"1991","168","0.47764754621138","0.0651536590122617","0.345453621899248","0.602513708313978","0.233329985034291","0.0511543176359692","0.140812345634558","0.342165933377864","0.479625806675489","0.0751879506587737","0.331796141840905","0.626736186083086","0.0884201802037627","0.0401807578416487","0.0287564980137749","0.184666686067935"
"1991","169","0.481305973124553","0.0645993564256082","0.350620672371455","0.606324108164873","0.235398585151997","0.0509002762667217","0.142466787192724","0.34373878392694","0.482714737027736","0.0739254596386825","0.338539993540962","0.626946322843429","0.0915988824500706","0.0405797238231423","0.03057847491102","0.187061607671694"
"1991","170","0.484899414308385","0.0641100194670458","0.35659841230024","0.610407086768016","0.237361667139673","0.0506855641753885","0.14413552559965","0.34594601263611","0.48465552807051","0.072745035721036","0.342940630408617","0.627209649653534","0.0946451174847138","0.0408874186812804","0.0323624259846987","0.188803988134212"
"1991","171","0.488423856933734","0.0636716973322695","0.363498590515996","0.614755184445393","0.239271572789039","0.0505265059168732","0.144659223319686","0.34649476529525","0.485417058011366","0.0716378703821774","0.3452897002868","0.62871710075586","0.0975563536969863","0.0411080693694344","0.0346576336812653","0.191860271713831"
"1991","172","0.49186538296761","0.0632704755591514","0.366529424975187","0.618941013553864","0.241187051626552","0.0504365041183716","0.14892306576522","0.347734964594969","0.484976327599491","0.070586279116724","0.343087336256608","0.625615162168462","0.10032726643899","0.0412423507333053","0.0365632314089171","0.191937003325749"
"1991","173","0.495199354443963","0.0628991741274872","0.371614748565156","0.623172090580651","0.243167648730414","0.0504256894084354","0.151625926676258","0.351245364669638","0.48332863684458","0.0695767409271144","0.347374538503922","0.621493864001485","0.102951248432911","0.0412917509668788","0.0386151159622427","0.19453127576504"
"1991","174","0.498390568502378","0.0625623153032418","0.376019347526548","0.62587121534781","0.245268493081239","0.0505017353633619","0.153778916379351","0.354258940814649","0.480495861830656","0.0686121821032927","0.347676580366216","0.619868577854318","0.10542230499955","0.0412635397794117","0.0406023206012408","0.198495008958105"
"1991","175","0.501394404102876","0.0622768521986625","0.380485566891799","0.625948054018708","0.247535835262664","0.0506706937248951","0.155170469349277","0.357081507020876","0.476531769618779","0.0677170094636655","0.342844089222158","0.611766301516684","0.107736663828532","0.0411736439640045","0.0424531682270108","0.200418270439156"
"1991","176","0.504158952801101","0.062067746734973","0.384926649458066","0.627667693701194","0.250003619720748","0.0509370273992974","0.157849807335552","0.359352381289941","0.471523569316189","0.0669317849853612","0.340040791441934","0.606942102598578","0.109893691255111","0.0410455876701381","0.0446084196130569","0.203576986136049"
"1991","177","0.506628062008919","0.0619597233269625","0.386365083773252","0.630035731654502","0.252691332034412","0.0513027972453423","0.160336230131165","0.362284930218043","0.465589247985014","0.0662995051090545","0.335440645117207","0.600823837900568","0.111896108906348","0.0409056659504889","0.0469620721543581","0.205948023357641"
"1991","178","0.508745087996718","0.0619685754656518","0.389352982223042","0.636679703472051","0.25560328733775","0.0517667228085206","0.16308373198254","0.365548310474247","0.458870804414494","0.0658499210882335","0.330126780832276","0.593301584843284","0.113749835455523","0.0407766039444258","0.0491386639499807","0.206867690237278"
"1991","179","0.51045698147575","0.0620960406066011","0.389070903962308","0.635798149631127","0.258729382986817","0.0523241171503189","0.164968201519492","0.37008798219886","0.451524235693545","0.0655897814266452","0.324952126893093","0.584844566407315","0.115463876663934","0.0406728704822051","0.0506471027376185","0.205076205357933"
"1991","180","0.511718199701676","0.0623306366725865","0.390011361776705","0.634004074309178","0.262047126463953","0.0529682939531715","0.166815007357973","0.375081180670571","0.443707803526741","0.0655038656487952","0.318561770375446","0.578367151171719","0.117050521152888","0.0405999347175358","0.0520572741371574","0.205873669643612"
