"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","218","212","223","245","198","349","267","215","366","0.04"
"L","ps","1","1979","276","259","292","286","251","352","309","274","366","0.01"
"L","ps","1","1980","270","253","288","242","183","340","256","195","366","0.01"
"L","ps","1","1981","229","222","235","226","214","227","243","229","244","0.06"
"L","ps","1","1982","282","275","288","265","259","273","297","290","306","0.14"
"L","ps","1","1983","278","261","295","288","248","342","333","312","366","0.03"
"L","ps","1","1984","272","255","287","279","218","344","318","273","366","0.03"
"L","ps","1","1985","231","209","247","190","183","183","257","201","306","0.21"
"L","ps","1","1986","277","263","292","221","183","257","256","204","304","0.04"
"L","ps","1","1987","266","245","285","239","210","250","277","261","285","0.03"
"L","ps","1","1988","275","260","285","230","203","256","321","292","366","0.45"
"L","ps","1","1989","274","258","291","212","183","228","242","198","264","0.01"
"L","ps","1","1990","274","258","292","209","183","183","271","220","366","0.07"
"L","ps","1","1991","275","261","289","251","183","282","277","207","312","0.01"
"L","ps","1","1992","274","260","289","248","183","317","300","259","366","0.05"
"L","ps","1","1993","271","255","289","207","183","183","268","223","292","0.08"
"L","ps","1","1994","269","252","287","196","183","183","251","222","261","0.1"
"L","ps","1","1995","265","251","280","192","183","183","241","222","250","0.07"
"L","ps","1","1996","274","253","294","210","183","235","326","292","366","0.43"
"L","ps","1","1997","307","305","311","274","281","288","336","327","339","0.31"
"L","ps","1","1998","265","254","281","221","183","253","292","284","297","0.31"
"L","ps","1","1999","300","274","338","219","183","248","361","366","366","0.55"
"L","ps","1","2000","249","212","283","189","183","183","363","366","366","0.54"
"L","ps","1","2001","310","304","323","232","183","276","358","351","366","0.62"
"L","ps","1","2002","299","291","311","255","248","278","335","327","343","0.4"
"L","ps","1","2003","285","281","290","259","252","268","310","307","313","0.27"
"L","ps","1","2004","271","266","280","237","226","255","303","297","309","0.35"
"L","ps","1","2005","286","282","296","261","246","284","301","297","307","0.17"
"L","ps","1","2006","334","324","344","298","286","311","363","366","366","0.35"
"L","ps","1","2007","341","340","350","307","317","343","348","351","366","0.14"
"L","ps","1","2008","292","283","307","222","183","256","352","343","366","0.69"
"L","ps","1","2009","313","304","321","302","289","310","324","312","333","0.12"
"L","ps","1","2010","278","274","285","242","236","262","313","304","314","0.35"
"L","ps","1","2011","294","289","301","279","275","291","301","295","310","0.08"
"L","ps","1","2012","294","288","301","278","271","288","307","302","316","0.16"
"L","ps","1","2013","274","271","279","257","252","264","291","287","297","0.17"
"L","ps","1","2014","308","302","318","289","279","305","315","311","326","0.14"
"L","ps","1","2015","290","282","301","272","262","282","294","288","305","0.11"
"L","ps","1","2016","274","267","280","258","254","269","275","271","283","0.04"
"L","ps","1","2017","297","291","305","268","266","281","324","315","332","0.29"
