"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","uss","2","peak","0.97","0.39","1.51","0.08","1.84"
"K","uss","2","first","-0.28","-0.58","0.04","-0.73","0.24"
"K","uss","2","last","0.33","0.13","0.51","0.02","0.63"
"K","uss","2","peak.20012016","1.25","-0.39","2.92","-1.32","3.77"
"K","uss","2","first.20012016","-0.07","-0.76","0.8","-1.1","1.41"
"K","uss","2","last.20012016","-0.63","-1.56","-0.14","-1.86","0.11"
