"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.18","0.45","1.85","0.33","1.97"
"J","ps","1","first","0.42","-0.68","1.46","-0.9","1.65"
"J","ps","1","last","1.27","0.21","2.24","0.02","2.41"
"J","ps","1","peak.20012016","0.6","-2.32","3.44","-2.88","3.95"
"J","ps","1","first.20012016","2.23","-0.23","4.78","-0.78","5.23"
"J","ps","1","last.20012016","-0.69","-2.63","0.97","-3","1.18"
