"","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"4",0.506011759579336,0.500263986039647,0.501129498298534,0.507416320820094,0.488980514244835,0.499681430677218,0.495656655820319,0.509847312616404,0.508152818803437,0.486306538539899,0.501157719445758,0.496366213276757,0.504363227255253,0.497412086543079,0.485911427279578,0.493311815926493,0.506936610013413,0.502219213957771,0.498258265215492,0.503634715379072,0.503125169531303,0.489617556544555,0.503468855804103,0.496391123190875,0.500102387648131,0.504191062410126,0.500965048657334,0.491529378479276,0.743500043740663,0.496265969414019,0.509191966357383,0.503681323654745,0.493055106325899,0.510161470381619,0.497823858593881,0.494968392912031,0.504628901986924,0.509187440101641,0.505412544699218,0.499105532913509
"5",0.50189808951442,0.503659558102718,0.497933782096044,0.506270007480467,0.493676720214956,0.501392775039555,0.514945535373092,0.505691217184333,0.493749196358668,0.489070761275503,0.520867912659615,0.500179777558922,0.495899528129261,0.504025489179795,0.492155108462876,0.499736241963579,0.50368609065256,0.498365696673275,0.500625742889372,0.670281119805224,0.492068955602838,0.507450724006597,0.504274596909301,0.48922932213931,0.24633043192351,0.200627077380628,0.329231058979679,0.502014124106728,0.502679344419285,0.494378229835418,0.337934586388246,0.330573232182952,0.668410353002554,0.503679362122735,0.502705350130694,0.511646768666605,0.330315213510661,0.246812015273506,0.748663987428974,0.497355974794517
"6",0.849101826539405,0.22423910559821,0.431394354304534,0.462020865235753,0.427775602496754,0.280303313197044,0.469103836580417,0.499146862400382,0.337451082034513,0.331146099511568,0.445340914722644,0.319879342603061,0.418594521513669,0.243613474123905,0.15710706817772,0.115158698205239,0.719370030948506,0.491160923670408,0.141029377360481,0.666568062960147,0.533256398792988,0.575594406969358,0.760084040629115,0.536406227315134,0.604309394064539,0.362139138191594,0.642515604222281,0.592626081274879,0.359531248220045,0.565262657768685,0.714792665722257,0.230920030420055,0.460439423186366,0.616658939117547,0.269010535810016,0.562367614366259,0.258630452340488,0.21387453798331,0.267294908699989,0.274120985230194
"7",0.915186492819133,0.76384051917699,0.70848463330924,0.844826878887007,0.438784240245902,0.725298467782498,0.78640260243957,0.74696384937178,0.838612513576678,0.564914061152577,0.526134174484736,0.437824080670497,0.20084077724862,0.097378222261724,0.0943296603081378,0.11519663272199,0.527808959492779,0.371568032680511,0.552979939528123,0.465495619866813,0.66366513564962,0.491783199484135,0.564251279085536,0.630593323891759,0.578567357968238,0.528818312817216,0.67519541913612,0.581369388669005,0.544704432851726,0.51168359670257,0.616882778571684,0.607212389454373,0.553995176314976,0.597622942483198,0.397183224627054,0.710741051151293,0.388698713129502,0.311954347814868,0.400906461329489,0.640101333838648
"13",0.505356322470611,0.490819928111812,0.508507125495527,0.493027509155539,0.502405663676137,0.495709980910602,0.504969268039895,0.503896299156119,0.50612271803286,0.503269972351062,0.501557096807635,0.509849101774522,0.49649725290178,0.511006920631973,0.49986791412485,0.504547285067876,0.510031070938217,0.498339479707284,0.487779028641758,0.508236734130856,0.506109705498785,0.52835742862521,0.495898764290827,0.505094364186136,0.502430902810978,0.507142713369309,0.497260821632599,0.492990316576043,0.497792226306388,0.49745727266407,0.504397707027335,0.434066049266615,0.498372059003516,0.492821672202447,0.4968028906175,0.512553885869137,0.493851825746796,0.496713518219634,0.507177808052471,0.496777279489655
"14",0.498205298800906,0.432641601723664,0.510181571520028,0.444886016605295,0.492964231423843,0.478969138058684,0.466600087917654,0.34305589596604,0.460583376142817,0.493006646633958,0.458878978557947,0.492674281305956,0.289390315841076,0.478320893912989,0.347005117814894,0.504050322686023,0.638211994102764,0.505369577177504,0.657072800321306,0.50660575797436,0.673062377985143,0.497977176697512,0.502874902272871,0.752977722845834,0.26654682130468,0.336977011300727,0.505209638947544,0.507361447724215,0.193787318934858,0.503718722391244,0.229616226483504,0.420700762417885,0.316908862834187,0.915504209825354,0.212063288195714,0.396024247848044,0.228872342850114,0.142704796530825,0.171340281435516,0.757578799230825
"15",0.955871519097628,0.833880146188208,0.822028929176828,0.877982195739471,0.572048784486139,0.781882949732881,0.850853448593454,0.844263663228466,0.619507518188328,0.349177826079977,0.381335252042728,0.245515050319559,0.115457603180384,0.148110855503083,0.148390988309673,0.173218955465766,0.151571369372644,0.579991240496638,0.492405100025176,0.477302761418611,0.550341835322044,0.400319932886501,0.304279484151541,0.446078390978722,0.297157672303496,0.165532740704199,0.409998288334784,0.257400441027492,0.47387850078636,0.390130147570868,0.522476192762718,0.572859554054708,0.466583223764727,0.373270717633134,0.299419879821541,0.411802556354038,0.223031274350557,0.276054172491964,0.202368056856616,0.654637314065046
"16",0.835554161916655,0.747941984018328,0.658336842296183,0.746973746733344,0.317435058187109,0.730701679855168,0.469208044461591,0.550478204968278,0.827107901138012,0.884917118620741,0.809485368766844,0.694920408625111,0.69323352879626,0.110239795108341,0.345322931469226,0.351201155658897,0.849416177040011,0.666789557250947,0.602884344682899,0.497103527645223,0.807625304985822,0.655082451689662,0.739763151062088,0.801589585194485,0.70640378522603,0.535424355489982,0.752021890133474,0.597227738573828,0.632666297392662,0.664673343697993,0.761584414791139,0.571443162162044,0.590852433679738,0.611768120836638,0.478520816038048,0.687606191253166,0.446683552811627,0.291442695186705,0.426465230965574,0.72233689225693
"17",0.479911894880164,0.500198013574983,0.505950715672342,0.329218245799319,0.458209070528575,0.326754836629022,0.496675804981231,0.50124624810342,0.770717374840985,0.642438171856801,0.645720095949464,0.845540917902964,0.694083772145723,0.351652750756738,0.377034943068287,0.234960443188432,0.771686687560296,0.557722007612493,0.68556834703402,0.561419521725176,0.819440828913409,0.629690997016253,0.861461607630289,0.781258296152153,0.762033380469205,0.710357005631067,0.653315231678386,0.700327978233517,0.599729605403962,0.746066366124981,0.741035510522688,0.662676892802324,0.763243019172591,0.81358488040274,0.559852582091461,0.64242162813468,0.287613724496839,0.403530768317164,0.57694136231259,0.793217311759766
"18",0.861834290164061,0.755816496745959,0.661972342748526,0.837822699377563,0.499656173309449,0.627938025850868,0.642144678358597,0.49193252025792,0.736186993863321,0.709539753081138,0.296750279207807,0.415695545070281,0.181460674005678,0.496679134918705,0.226951190366369,0.498928185142072,0.491046238246499,0.280630795473981,0.325506791607023,0.147381150600295,0.33181027750848,0.427966570500971,0.358132085897148,0.339277261355963,0.331284070385814,0.351335918356182,0.393535572148656,0.324928623313975,0.447487808710737,0.354889555008717,0.615080268722271,0.44521288897808,0.568506525937783,0.242947599469141,0.159708287854725,0.498075716056948,0.117341737824075,0.233558032849525,0.207986770599004,0.862274106081032
