"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"K","ps","3","peak","3.74","2.72","4.62"
"K","ps","3","first","2.33","0.11","4.41"
"K","ps","3","last","3.91","2.35","5.49"
"K","ps","3","peak.20022016","3.76","-1.4","11.37"
"K","ps","3","first.20022016","14.67","8.77","20.14"
"K","ps","3","last.20022016","5.87","1.07","11.9"
