"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","uss","2","peak","-1.54","-2.28","-0.73"
"J","uss","2","first","-0.52","-0.68","-0.32"
"J","uss","2","last","0.4","0.31","0.47"
