"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","uss","3","peak","-0.05","-1.57","1.42"
"J","uss","3","first","-2.22","-2.94","-1.52"
"J","uss","3","last","2.22","1.67","2.75"
"J","uss","3","peak.20022016","3.36","-3.75","9.64"
"J","uss","3","first.20022016","-1.8","-2.68","-0.95"
"J","uss","3","last.20022016","2.19","1.18","3.19"
