"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","uss","2","peak","0.26","-0.2","0.72","-0.49","1.02"
"L","uss","2","first","-1.1","-1.34","-0.84","-1.5","-0.65"
"L","uss","2","last","0.66","0.5","0.86","0.39","0.99"
"L","uss","2","peak.20012016","-1.09","-2.8","0.55","-3.98","1.69"
"L","uss","2","first.20012016","-0.38","-0.89","0.15","-1.32","0.63"
"L","uss","2","last.20012016","0.07","-0.08","0.24","-0.18","0.34"
