"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","uss","2","peak","0.93","0.63","1.24","0.01","1.78"
"K","uss","2","first","-0.26","-0.44","-0.11","-0.71","0.25"
"K","uss","2","last","0.32","0.22","0.41","0.02","0.63"
"K","uss","2","peak.20012016","1.31","0.42","2.24","-1.43","3.91"
"K","uss","2","first.20012016","-0.13","-0.62","0.33","-1.22","1.26"
"K","uss","2","last.20012016","-0.7","-0.84","-0.38","-1.91","-0.03"
