"","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"4",0.499536036657647,0.500530607724999,0.501958047087,0.496937003610391,0.500125588514631,0.503853080692347,0.502786814558748,0.499488068353008,0.499417306819766,0.50071265617998,0.498991553140398,0.502832442591597,0.498124614862218,0.502862519576147,0.494463286330787,0.500919313365915,0.494985765195031,0.504475850162171,0.498818803342591,0.495623952126669,0.497665483721472,0.497129784610459,0.497007919402203,0.50462376359762,0.493428605820121,0.498712265282365,0.497670979336726,0.500222139708563,0.249452741977765,0.498510730797864,0.497388190568443,0.498543115640219,0.494183830827092,0.49918486238438,0.499252307905425,0.494524565667598,0.50056450276534,0.499759868132129,0.499721386788683,0.500225947489379
"5",0.497974556676088,0.504780796982503,0.498972907198623,0.496491199201916,0.499364309318341,0.503323691538074,0.500869285553595,0.500738461770408,0.498501588360252,0.502510801051968,0.49819731450717,0.499597253781989,0.497259875517996,0.498748307649412,0.496381731297272,0.496369534745333,0.50121782865102,0.504974777550511,0.50000401580122,0.500084512411684,0.499992066055024,0.500099430493118,0.49455609762546,0.495294127122495,0.377109491954697,0.201388655701031,0.332513425277933,0.498434123726185,0.500057238859648,0.497639586214893,0.335509353673443,0.334529352577818,0.333012685404675,0.497496357644846,0.498137321812128,0.499118683413533,0.338671914407198,0.258270866410894,0.751395897622203,0.493183058056516
"6",0.591751913218244,0.227156839766231,0.417048959994639,0.250905444838188,0.435844746940136,0.482899629401114,0.461169439945638,0.500464555395968,0.330419070990439,0.746910361017575,0.459822471955525,0.311505107488101,0.460607123290086,0.161745242478681,0.239658889211295,0.209767984804674,0.239975700104146,0.327777498470315,0.427181947279872,0.46739089697251,0.341838537811182,0.665398212379738,0.382125332604108,0.491272138974981,0.583931104505975,0.293714453028745,0.624030490010399,0.562710925887451,0.451035007331034,0.772329082941863,0.265254428792123,0.331633908665471,0.458563200410207,0.772078793098559,0.514588718183987,0.617181679971734,0.267334874921779,0.184965596947496,0.364324443187266,0.437399306445651
"7",0.86198150729447,0.718324471245666,0.683642802932749,0.803867894185709,0.744794626811377,0.795381953020675,0.828363264682113,0.766298311359701,0.912448052376442,0.748867237035923,0.788096652034113,0.795371679303481,0.48599674745747,0.120280534492408,0.144257474089321,0.168433684901205,0.507371229107444,0.424693311915297,0.702927679031673,0.40794158227383,0.397751418729757,0.490650978365064,0.584484503247261,0.573576141307164,0.534752319105616,0.527917688694325,0.536156383327542,0.544829706766921,0.49445482794655,0.43811094784642,0.409989567784965,0.498377308558701,0.41428244091346,0.795291140652034,0.474392328439422,0.491487951459004,0.455063704578782,0.451684922259539,0.476319782084194,0.670375005587739
"13",0.499219125434831,0.500918461181487,0.50326419522225,0.497819557346447,0.502045514588635,0.504118498979714,0.49937375938349,0.502134822768641,0.495481970895861,0.501695986710956,0.50442637322543,0.504041345681567,0.498592499871487,0.4994086350819,0.502017730766345,0.50086666095693,0.498573687558319,0.500610207842499,0.493767719333209,0.502626755557503,0.495571063066735,0.500879158210197,0.503471560941547,0.49947044790015,0.505188169969746,0.500670671418388,0.50072701885342,0.494598035113488,0.501162951070625,0.50250552837891,0.499931084336152,0.395637564483959,0.493656979417501,0.497065989382165,0.502328223359149,0.498124684586783,0.502004080848432,0.498636830102073,0.49843495459372,0.502426884539645
"14",0.507888467899626,0.63108768623171,0.502785231886906,0.476242953897608,0.498616472254204,0.501993209294785,0.309646128581821,0.337776640353554,0.466097785980555,0.338589234046142,0.240966977228691,0.503801378440396,0.29855211842793,0.191293240798361,0.37657985165499,0.501575527042862,0.472725630401412,0.495210096293193,0.336618367953937,0.475258541367881,0.336212060555915,0.750593581537035,0.49982605705177,0.749863542672756,0.292731767192002,0.499167597134488,0.496668711376703,0.661336301998619,0.417803683009261,0.497035629171665,0.202765327491221,0.272846042171169,0.265302871117387,0.803828865480522,0.122267541435225,0.502907510533941,0.252662230521495,0.40085038176643,0.108150657039826,0.146916185699612
"15",0.914212013001687,0.81164372071589,0.388090525977978,0.783612415287083,0.575194031094492,0.798717349367656,0.781199069038492,0.610347177502271,0.723940968438707,0.520304906785893,0.5428296733207,0.306046717958299,0.335955881443375,0.0390438679481721,0.051847392415316,0.221759849469063,0.582654669000323,0.361359047714782,0.392109376744606,0.327102812172203,0.446879495878698,0.571876137850823,0.592180276954864,0.49967126202819,0.37075736226713,0.37526135496078,0.557630317321888,0.451562346133837,0.497357558073141,0.391428385646358,0.37962967446358,0.505236537899035,0.468286009515494,0.802905638711798,0.563914588195757,0.477856437405841,0.385071850030844,0.518238481756881,0.537794198454615,0.217726927111347
"16",0.749972595638828,0.749982881462095,0.218860623136875,0.680696450317736,0.697859019893333,0.56984738868127,0.469798657790479,0.703541175257245,0.65139458301004,0.273842607990862,0.443668708651961,0.397320699075485,0.319115834868752,0.0802975877111906,0.0587888523438416,0.150242127126139,0.433988083196142,0.160926286630786,0.466770801204686,0.264923535970593,0.271217731322228,0.294381064276825,0.41104753184117,0.364929289198453,0.309228962821541,0.351665887918255,0.42692120275703,0.466335380695034,0.516987225737829,0.564436561533042,0.576787949171623,0.542332813030965,0.419545642775367,0.835513532403125,0.465925832545269,0.598347971751104,0.334520823289793,0.413352887028,0.517106793599259,0.333289802966442
"17",0.491404726041343,0.502070884316475,0.332894996596879,0.497135694884093,0.458149251044186,0.500387698379317,0.499402587814173,0.503097029661752,0.642377313857259,0.141332125920944,0.11153774358314,0.33793843697419,0.334620780277594,0.205322727501837,0.117665472220745,0.4595065299319,0.300429356426094,0.164349453932904,0.353136272306695,0.458937919881142,0.249427433364793,0.121295366217483,0.297787775133399,0.226074351536382,0.22905760620978,0.231839162984291,0.327557433532567,0.138311258780431,0.356840456486602,0.283483100980006,0.544987741295438,0.396653396137814,0.218790419956376,0.723023770289868,0.424293720475733,0.322516127289313,0.237016724552784,0.315484733008392,0.382619783791137,0.672255481191284
"18",0.858777508426411,0.746987978749388,0.673546751242354,0.834583295599733,0.49868573010432,0.63284996734384,0.454900119484988,0.126636928814061,0.47426531892417,0.605947859116579,0.255223643571496,0.27423603374851,0.31397559462074,0.504417931009691,0.63795657375869,0.499872340932034,0.498139905861344,0.209821218943355,0.666194062846826,0.359171116157692,0.814140290804578,0.786917265389193,0.611695013966257,0.610934050946068,0.355962794490612,0.60795869855961,0.651102624090807,0.508581463293239,0.580116902094502,0.567132802105893,0.655979150933382,0.504467526065527,0.521853708203147,0.693971947753804,0.517245564620025,0.562856654832235,0.331505130126117,0.530125975555255,0.470099878000734,0.676661397146519
