"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","ps","1","peak","-0.49","-1.49","0.5"
"J","ps","1","first","-1.08","-1.99","-0.14"
"J","ps","1","last","0.13","-0.38","0.66"
