"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","218","207","228","222","183","222","240","192","366","0.04"
"L","ps","1","1979","276","246","305","281","183","360","303","217","366","0.01"
"L","ps","1","1980","270","240","301","241","183","355","256","186","366","0.01"
"L","ps","1","1981","229","217","240","220","199","230","241","221","252","0.06"
"L","ps","1","1982","282","270","294","263","250","277","300","284","313","0.14"
"L","ps","1","1983","278","248","309","286","183","354","332","256","366","0.03"
"L","ps","1","1984","272","244","301","276","183","350","316","232","366","0.03"
"L","ps","1","1985","231","199","261","189","183","198","259","198","366","0.21"
"L","ps","1","1986","277","249","304","224","183","280","260","197","329","0.04"
"L","ps","1","1987","266","234","302","240","195","303","278","246","335","0.03"
"L","ps","1","1988","275","249","302","229","183","260","321","283","366","0.45"
"L","ps","1","1989","274","243","306","217","183","298","248","191","366","0.01"
"L","ps","1","1990","274","241","309","209","183","323","273","204","366","0.07"
"L","ps","1","1991","275","250","302","251","183","356","278","193","366","0.01"
"L","ps","1","1992","274","247","303","247","183","334","299","200","366","0.05"
"L","ps","1","1993","271","235","304","208","183","264","270","208","366","0.08"
"L","ps","1","1994","269","234","300","197","183","233","255","210","301","0.1"
"L","ps","1","1995","265","236","292","194","183","216","244","212","278","0.07"
"L","ps","1","1996","274","233","313","210","183","265","327","266","366","0.43"
"L","ps","1","1997","307","303","314","272","251","288","338","326","366","0.31"
"L","ps","1","1998","265","236","288","222","183","266","293","281","308","0.31"
"L","ps","1","1999","300","221","349","219","183","327","362","366","366","0.55"
"L","ps","1","2000","249","197","341","189","183","183","364","366","366","0.54"
"L","ps","1","2001","310","291","333","231","183","283","360","348","366","0.62"
"L","ps","1","2002","299","282","316","251","183","282","341","327","354","0.4"
"L","ps","1","2003","285","277","293","258","246","272","312","306","317","0.27"
"L","ps","1","2004","271","257","283","236","193","257","304","295","313","0.35"
"L","ps","1","2005","286","270","299","263","223","289","304","297","312","0.17"
"L","ps","1","2006","334","318","354","293","271","313","364","359","366","0.35"
"L","ps","1","2007","341","334","354","311","183","348","356","351","366","0.14"
"L","ps","1","2008","292","267","313","221","183","264","353","341","366","0.69"
"L","ps","1","2009","313","296","330","298","280","321","328","309","354","0.12"
"L","ps","1","2010","278","268","289","240","183","264","317","305","324","0.35"
"L","ps","1","2011","294","283","306","278","260","297","304","293","317","0.08"
"L","ps","1","2012","294","280","305","274","260","290","312","299","324","0.16"
"L","ps","1","2013","274","267","281","255","245","266","294","285","301","0.17"
"L","ps","1","2014","308","291","324","289","263","311","322","311","333","0.14"
"L","ps","1","2015","290","272","306","272","256","295","300","285","314","0.11"
"L","ps","1","2016","274","262","286","259","248","273","278","269","290","0.04"
"L","ps","1","2017","297","286","309","263","249","282","333","317","348","0.29"
