"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"J","uss","2","1978","179","159","200","123","92","154","293","223","303","0.47"
"J","uss","2","1979","142","98","292","93","92","94","303","303","303","0.68"
"J","uss","2","1980","157","127","215","109","92","135","256","209","303","0.53"
"J","uss","2","1981","156","138","176","107","92","128","278","217","303","0.59"
"J","uss","2","1982","163","152","174","129","92","144","223","184","303","0.4"
"J","uss","2","1983","197","178","214","145","92","179","236","213","274","0.4"
"J","uss","2","1984","212","171","280","168","152","182","275","192","303","0.32"
"J","uss","2","1985","222","111","287","120","92","208","285","240","303","0.5"
"J","uss","2","1986","208","142","256","153","119","226","250","182","275","0.35"
"J","uss","2","1987","187","158","239","142","133","153","265","234","303","0.47"
"J","uss","2","1988","144","115","175","98","92","111","294","258","303","0.65"
"J","uss","2","1989","159","111","240","100","92","113","259","242","280","0.55"
"J","uss","2","1990","123","99","162","92","92","92","263","253","274","0.74"
"J","uss","2","1991","178","139","206","125","92","158","228","210","261","0.47"
"J","uss","2","1992","266","235","296","219","92","272","298","271","303","0.33"
"J","uss","2","1993","255","105","297","94","92","92","302","297","303","0.74"
"J","uss","2","1994","133","118","143","100","92","110","281","228","303","0.62"
"J","uss","2","1995","152","99","295","92","92","92","300","280","303","0.75"
"J","uss","2","1996","113","95","134","92","92","92","265","246","303","0.64"
"J","uss","2","1997","112","96","133","92","92","92","302","303","303","0.7"
"J","uss","2","1998","242","108","293","93","92","96","301","285","303","0.88"
"J","uss","2","1999","177","126","248","100","92","107","276","266","295","0.78"
"J","uss","2","2000","114","96","137","92","92","92","281","216","303","0.72"
"J","uss","2","2001","118","99","140","92","92","92","286","275","303","0.85"
"J","uss","2","2002","126","96","175","92","92","92","291","278","303","0.91"
"J","uss","2","2003","133","102","183","92","92","92","302","290","303","0.92"
"J","uss","2","2004","149","102","201","92","92","92","302","295","303","0.97"
"J","uss","2","2005","226","106","300","92","92","92","303","303","303","0.99"
"J","uss","2","2006","181","105","260","96","92","109","301","294","303","0.95"
"J","uss","2","2007","248","149","297","92","92","92","303","303","303","0.97"
"J","uss","2","2008","122","96","160","92","92","92","287","281","294","0.89"
"J","uss","2","2009","242","107","264","95","92","112","293","288","299","0.85"
"J","uss","2","2010","201","180","224","127","92","142","301","290","303","0.78"
"J","uss","2","2011","213","181","261","107","92","126","303","299","303","0.85"
"J","uss","2","2012","186","168","202","110","92","124","301","290","303","0.78"
"J","uss","2","2013","237","131","295","117","101","134","302","298","303","0.62"
"J","uss","2","2014","242","193","293","135","125","144","303","303","303","0.79"
"J","uss","2","2015","216","194","241","92","92","92","298","287","303","0.86"
"J","uss","2","2016","231","209","266","95","92","106","301","292","303","0.72"
"J","uss","2","2017","203","97","299","93","92","95","303","303","303","0.64"
