"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"K","uss","3","peak","1.53","0.66","2.45"
"K","uss","3","first","-2.35","-3.24","-1.38"
"K","uss","3","last","2.59","1.85","3.35"
"K","uss","3","peak.20022016","5.12","2.08","7.6"
"K","uss","3","first.20022016","-2.27","-6.29","1.9"
"K","uss","3","last.20022016","1.7","0.27","3.08"
