"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","ps","1","1978","217","211","223","223","183","217","241","193","238","0.04"
"L","ps","1","1979","267","258","278","270","243","350","296","271","366","0.01"
"L","ps","1","1980","278","263","298","202","183","183","224","189","220","0.01"
"L","ps","1","1981","228","222","236","216","184","226","233","220","243","0.05"
"L","ps","1","1982","282","277","288","266","260","273","298","292","305","0.14"
"L","ps","1","1983","274","257","292","298","286","345","347","366","366","0.03"
"L","ps","1","1984","276","260","291","283","228","344","313","271","366","0.02"
"L","ps","1","1985","227","209","244","188","183","183","230","198","233","0.13"
"L","ps","1","1986","279","263","296","227","183","256","263","208","304","0.02"
"L","ps","1","1987","269","255","283","206","183","242","275","250","283","0.04"
"L","ps","1","1988","271","257","283","218","183","248","323","294","366","0.52"
"L","ps","1","1989","283","258","309","248","183","312","294","230","366","0.03"
"L","ps","1","1990","273","258","287","198","183","183","265","216","366","0.05"
"L","ps","1","1991","277","261","292","255","216","281","277","243","301","0.01"
"L","ps","1","1992","270","253","285","221","183","249","315","271","366","0.09"
"L","ps","1","1993","273","255","294","210","183","195","279","227","366","0.11"
"L","ps","1","1994","262","246","279","191","183","183","250","227","264","0.09"
"L","ps","1","1995","275","257","293","191","183","183","241","218","249","0.09"
"L","ps","1","1996","276","256","297","210","183","236","339","315","366","0.52"
"L","ps","1","1997","310","306","312","279","282","288","339","328","344","0.3"
"L","ps","1","1998","262","252","277","218","183","249","289","284","295","0.33"
"L","ps","1","1999","316","300","344","221","183","262","361","366","366","0.52"
"L","ps","1","2000","280","231","327","186","183","183","363","366","366","0.55"
"L","ps","1","2001","298","287","316","214","183","253","359","358","366","0.75"
"L","ps","1","2002","301","295","312","262","255","282","336","329","344","0.38"
"L","ps","1","2003","285","281","290","260","253","268","310","307","313","0.27"
"L","ps","1","2004","275","272","280","249","246","256","302","297","308","0.28"
"L","ps","1","2005","285","280","295","255","238","281","302","298","307","0.19"
"L","ps","1","2006","331","318","345","291","274","307","364","366","366","0.39"
"L","ps","1","2007","344","338","352","314","322","354","348","353","366","0.13"
"L","ps","1","2008","286","273","302","219","183","250","351","342","366","0.71"
"L","ps","1","2009","314","307","320","302","292","307","324","317","329","0.12"
"L","ps","1","2010","279","275","287","244","238","263","311","305","313","0.34"
"L","ps","1","2011","294","288","301","277","273","289","301","295","308","0.08"
"L","ps","1","2012","295","290","302","281","275","288","310","304","317","0.16"
"L","ps","1","2013","276","272","279","258","253","264","292","289","297","0.17"
"L","ps","1","2014","310","305","316","294","289","304","319","315","325","0.13"
"L","ps","1","2015","290","284","296","274","268","281","298","293","303","0.11"
"L","ps","1","2016","275","267","283","256","252","269","275","274","286","0.04"
"L","ps","1","2017","299","294","306","274","268","283","325","319","332","0.28"
