"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"K","ps","1","peak","-0.05","-1.11","0.95"
"K","ps","1","first","0.19","-0.85","1.23"
"K","ps","1","last","-0.48","-1.54","0.62"
