"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","ps","1","peak","1.79","1.5","2.1","0.88","2.66"
"K","ps","1","first","1.65","1.09","2.21","0","3.22"
"K","ps","1","last","2.67","2.1","3.25","1.08","4.15"
"K","ps","1","peak.20012016","1.72","0.51","2.9","-1.78","5.49"
"K","ps","1","first.20012016","2.17","0.96","3.41","-1.69","5.89"
"K","ps","1","last.20012016","1.38","0.75","1.96","-0.7","3.51"
