"first","mid","pk","last"
1734.13444761289,1304.97271919304,1029.3133627713,1917.40307374602
1460.28850424224,1116.70670458481,841.028067599792,1713.40811701075
2007.9808730287,1493.25106987079,1217.61054241529,2121.39486826026
934.957151856454,755.577616598354,479.860496755861,1322.06535232356
2533.31591478338,1854.47263702277,1578.86733521059,2512.71395755347
-0.733111240582694,-0.504280157367707,-0.366929699314745,-0.795883973922754
-0.869429891674265,-0.597993562767259,-0.460650402473538,-0.897430708947316
-0.59679294431527,-0.410573032277506,-0.2732150548252,-0.694335767845775
-1.13093996425669,-0.777789725948891,-0.640460227648409,-1.09223034585585
-0.33528557077821,-0.230823942259689,-0.0934507057736103,-0.49952512108067
