"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"J","uss","2","1978","179","163","194","126","92","150","293","231","303","0.47"
"J","uss","2","1979","142","101","284","93","92","92","302","303","303","0.66"
"J","uss","2","1980","158","135","199","109","92","130","256","218","303","0.53"
"J","uss","2","1981","156","142","170","106","92","124","278","230","303","0.59"
"J","uss","2","1982","163","154","171","130","92","142","224","189","254","0.4"
"J","uss","2","1983","197","184","210","146","92","176","236","218","266","0.4"
"J","uss","2","1984","213","174","274","168","155","175","275","251","303","0.32"
"J","uss","2","1985","218","117","279","118","92","198","285","250","303","0.51"
"J","uss","2","1986","209","149","254","155","126","211","251","206","270","0.35"
"J","uss","2","1987","187","162","219","142","135","150","265","241","296","0.47"
"J","uss","2","1988","143","122","161","98","92","109","295","274","303","0.65"
"J","uss","2","1989","162","116","235","99","92","109","259","246","271","0.55"
"J","uss","2","1990","123","100","151","92","92","92","263","255","271","0.74"
"J","uss","2","1991","176","158","192","128","92","145","223","215","231","0.44"
"J","uss","2","1992","267","243","292","214","92","253","299","285","303","0.36"
"J","uss","2","1993","252","232","291","94","92","92","301","303","303","0.74"
"J","uss","2","1994","132","121","140","100","92","108","281","247","303","0.62"
"J","uss","2","1995","155","101","285","92","92","92","300","296","303","0.75"
"J","uss","2","1996","114","98","131","92","92","92","264","250","303","0.64"
"J","uss","2","1997","111","100","123","92","92","92","302","303","303","0.7"
"J","uss","2","1998","240","116","289","93","92","92","301","291","303","0.88"
"J","uss","2","1999","178","130","241","100","92","106","275","267","284","0.78"
"J","uss","2","2000","115","99","132","92","92","92","283","220","303","0.72"
"J","uss","2","2001","118","99","133","92","92","92","284","277","291","0.84"
"J","uss","2","2002","135","102","173","92","92","92","291","280","303","0.9"
"J","uss","2","2003","126","103","153","92","92","92","302","298","303","0.92"
"J","uss","2","2004","146","108","179","92","92","92","302","300","303","0.98"
"J","uss","2","2005","255","206","296","92","92","92","303","303","303","0.99"
"J","uss","2","2006","190","121","257","95","92","103","301","296","303","0.95"
"J","uss","2","2007","223","119","291","92","92","92","303","303","303","0.98"
"J","uss","2","2008","123","100","148","92","92","92","287","282","292","0.89"
"J","uss","2","2009","244","236","262","97","92","110","293","289","297","0.85"
"J","uss","2","2010","200","184","217","127","112","140","301","293","303","0.78"
"J","uss","2","2011","214","184","255","107","92","123","303","302","303","0.85"
"J","uss","2","2012","186","172","200","107","92","120","301","296","303","0.79"
"J","uss","2","2013","233","134","292","118","105","131","302","301","303","0.62"
"J","uss","2","2014","260","216","293","132","124","139","303","303","303","0.81"
"J","uss","2","2015","215","198","234","92","92","92","298","288","303","0.86"
"J","uss","2","2016","229","210","258","95","92","98","301","294","303","0.72"
"J","uss","2","2017","262","109","297","97","92","114","303","303","303","0.6"
